date,log_imoex_actual,log_imoex_pred_ecm,log_imoex_pred_rw,imoex_actual,imoex_pred_ecm,imoex_pred_rw
2025-06-02,7.947915376064216,7.949345442198392,7.9476184775907095,2829.6699999999987,2833.719510081371,2828.8300000000004
2025-06-03,7.949465591515574,7.953753046649763,7.947915376064216,2834.06,2846.2369905946307,2829.6699999999987
2025-06-04,7.95037553215007,7.9541224653790215,7.949465591515574,2836.639999999999,2847.2886380840446,2834.06
2025-06-05,7.957390886087527,7.948161982664299,7.95037553215007,2856.6099999999997,2830.3679013480573,2836.639999999999
2025-06-06,7.93241958269789,7.948390536534735,7.957390886087527,2786.1600000000008,2831.0148668170823,2856.6099999999997
2025-06-09,7.91489534678366,7.934696639430175,7.93241958269789,2737.7599999999993,2792.5114729730117,2786.1600000000008
2025-06-10,7.909258103437469,7.922068996832634,7.91489534678366,2722.3700000000003,2757.4703451909304,2737.7599999999993
2025-06-11,7.913228362906623,7.912809598819733,7.909258103437469,2733.2,2732.05567361583,2722.3700000000003
2025-06-13,7.919472547527258,7.911426871741387,7.913228362906623,2750.3200000000006,2728.280596808311,2733.2
2025-06-16,7.914920914804642,7.913170355586568,7.919472547527258,2737.8300000000004,2733.0414589911397,2750.3200000000006
2025-06-17,7.933416874308951,7.912368058226269,7.914920914804642,2788.939999999999,2730.849626411319,2737.8300000000004
2025-06-18,7.934452573776349,7.941347942806788,7.933416874308951,2791.8300000000004,2811.147221266714,2788.939999999999
2025-06-19,7.931575771998932,7.93818716343546,7.934452573776349,2783.8099999999986,2802.2758327566867,2791.8300000000004
2025-06-20,7.91973430098608,7.932377541048495,7.931575771998932,2751.0400000000013,2786.0428677003556,2783.8099999999986
2025-06-23,7.922866386345314,7.916814774397957,7.91973430098608,2759.67,2743.019978604507,2751.0400000000013
2025-06-24,7.91751813884149,7.920872015439059,7.922866386345314,2744.950000000001,2754.171679109216,2759.67
2025-06-25,7.934076405635504,7.924303514023009,7.91751813884149,2790.7799999999993,2763.638849326829,2744.950000000001
2025-06-26,7.936399220541616,7.934801418776861,7.934076405635504,2797.2699999999995,2792.8040858303875,2790.7799999999993
2025-06-27,7.93955446160466,7.942684673067141,7.936399220541616,2806.1100000000006,2814.90747948925,2797.2699999999995
2025-06-30,7.954154552203303,7.941893378607596,7.93955446160466,2847.3800000000015,2812.6809398370215,2806.1100000000006
2025-07-01,7.9545267549808605,7.952839487251308,7.954154552203303,2848.439999999999,2843.637971401607,2847.3800000000015
2025-07-02,7.942809898653235,7.957132941815488,7.9545267549808605,2815.260000000001,2855.8732488375076,2848.439999999999
2025-07-03,7.945675860250291,7.94035727209038,7.942809898653235,2823.3399999999997,2808.36367904963,2815.260000000001
2025-07-04,7.937963808316936,7.9445391818998115,7.945675860250291,2801.6500000000005,2820.1325937859,2823.3399999999997
2025-07-07,7.921586429101707,7.9351055033586855,7.937963808316936,2756.1399999999994,2793.653463627745,2801.6500000000005
2025-07-08,7.92138322574525,7.922029382275694,7.921586429101707,2755.580000000001,2757.36111138857,2756.1399999999994
2025-07-09,7.899691372050202,7.913251613626914,7.92138322574525,2696.4499999999994,2733.263549607484,2755.580000000001
2025-07-10,7.912953921621614,7.9033458342944165,7.899691372050202,2732.4500000000007,2706.322102344153,2696.4499999999994
2025-07-11,7.879299055076328,7.912106358306793,7.912953921621614,2642.0199999999995,2730.13505678947,2732.4500000000007
2025-07-14,7.906230423441689,7.8809151431453985,7.879299055076328,2714.139999999999,2646.293188995083,2642.0199999999995
2025-07-15,7.921880275204646,7.9153214687386875,7.906230423441689,2756.9499999999994,2738.9268682400266,2714.139999999999
2025-07-16,7.929184101779571,7.926650369717733,7.921880275204646,2777.1599999999994,2770.132327546341,2756.9499999999994
2025-07-17,7.9235220468743135,7.929984814462392,7.929184101779571,2761.480000000001,2779.384597747181,2777.1599999999994
2025-07-18,7.931870288957336,7.92714689234661,7.9235220468743135,2784.63,2771.5081024553742,2761.480000000001
2025-07-21,7.945123170479405,7.931383972236125,7.931870288957336,2821.7799999999993,2783.2761171032416,2784.63
2025-07-22,7.946479549474726,7.943445949090019,7.945123170479405,2825.6100000000006,2817.051216944433,2821.7799999999993
2025-07-23,7.951967698466196,7.947195160816888,7.946479549474726,2841.1600000000008,2827.6327622340023,2825.6100000000006
2025-07-24,7.9401173601909,7.953090606798766,7.951967698466196,2807.69,2844.352154150993,2841.1600000000008
2025-07-25,7.927465043054205,7.942451347449512,7.9401173601909,2772.3900000000003,2814.2507660800384,2807.69
2025-07-28,7.9124157981221,7.927046484948096,7.927465043054205,2730.980000000001,2771.229836507058,2772.3900000000003
2025-07-29,7.922362576042792,7.916485386691553,7.9124157981221,2758.28,2742.116610332504,2730.980000000001
2025-07-30,7.910678649466929,7.920652214212522,7.922362576042792,2726.24,2753.566375321748,2758.28
2025-07-31,7.912833143591356,7.9110295761522496,7.910678649466929,2732.119999999999,2727.196878253825,2726.24
2025-08-01,7.911316687558179,7.910694133316602,7.912833143591356,2727.979999999999,2726.2822130171407,2732.119999999999
2025-08-04,7.927991525872736,7.912408128309101,7.911316687558179,2773.8500000000004,2730.959053974423,2727.979999999999
2025-08-05,7.932494952413298,7.930148922477468,7.927991525872736,2786.370000000001,2779.8407544651127,2773.8500000000004
2025-08-06,7.924658472323702,7.929884733664339,7.932494952413298,2764.620000000001,2779.1064486374685,2786.370000000001
2025-08-07,7.964305220877747,7.934406374512159,7.924658472323702,2876.4300000000007,2791.701022487612,2764.620000000001
2025-08-08,7.980923255938202,7.9690389558373065,7.964305220877747,2924.63,2890.078536039188,2876.4300000000007
2025-08-11,7.994345592422921,7.982434342032719,7.980923255938202,2964.15,2929.052708429651,2924.63
2025-08-12,7.998731822741843,7.995417696958997,7.994345592422921,2977.1800000000007,2967.329582778615,2964.15
2025-08-13,7.997333550187041,7.994562347433418,7.998731822741843,2973.0200000000004,2964.792564001332,2977.1800000000007
2025-08-14,7.998785563429602,7.997791821320835,7.997333550187041,2977.3400000000006,2974.3827614794664,2973.0200000000004
2025-08-15,8.010389468951459,8.006390763082518,7.998785563429602,3012.0899999999992,3000.0695871038615,2977.3400000000006
2025-08-18,7.9899874767887304,8.0070929393569,8.010389468951459,2951.260000000001,3002.176904556996,3012.0899999999992
2025-08-19,7.9948548836253845,7.993188765927824,7.9899874767887304,2965.6600000000008,2960.7229753631914,2951.260000000001
2025-08-20,7.98643013126773,7.986438364448164,7.9948548836253845,2940.7799999999997,2940.8042120720256,2965.6600000000008
2025-08-21,7.966760113055467,7.979647408264647,7.98643013126773,2883.499999999999,2920.9009969442627,2940.7799999999997
2025-08-22,7.971348150015858,7.968819169124955,7.966760113055467,2896.760000000001,2889.443404978554,2883.499999999999
2025-08-25,7.968056307485865,7.96817868181725,7.971348150015858,2887.2399999999993,2887.5933456843263,2896.760000000001
2025-08-26,7.967581693274212,7.962880850225359,7.968056307485865,2885.869999999999,2872.33581403572,2887.2399999999993
2025-08-27,7.976416821942229,7.968861540688652,7.967581693274212,2911.48,2889.565837807653,2885.869999999999
2025-08-28,7.976842631501906,7.974115361272737,7.976416821942229,2912.72,2904.7870480270767,2911.48
2025-08-29,7.972252200014114,7.972860933618558,7.976842631501906,2899.38,2901.1454873392727,2912.72
2025-09-01,7.967962788199176,7.973473249325499,7.972252200014114,2886.9700000000003,2902.922448264314,2899.38
2025-09-02,7.953455419766525,7.965590219242647,7.967962788199176,2845.39,2880.1285836748066,2886.9700000000003
2025-09-03,7.9612132856431375,7.960018703768682,7.953455419766525,2867.550000000001,2864.126521965427,2845.39
2025-09-04,7.963355677056955,7.966883565114034,7.9612132856431375,2873.699999999999,2883.8559959846434,2867.550000000001
2025-09-05,7.972965891016217,7.96264553033655,7.963355677056955,2901.4500000000007,2871.659975813546,2873.699999999999
2025-09-08,7.979893535941293,7.97623888093916,7.972965891016217,2921.6199999999994,2910.961974418747,2901.4500000000007
2025-09-09,7.984789765663398,7.974414418848419,7.979893535941293,2935.960000000001,2905.6558765079267,2921.6199999999994
2025-09-10,7.977371207208655,7.983085511019204,7.984789765663398,2914.2600000000007,2930.960637837972,2935.960000000001
2025-09-11,7.975268980548216,7.973765659571046,7.977371207208655,2908.140000000001,2903.7714166476917,2914.2600000000007
2025-09-12,7.951464256213238,7.966301708132541,7.975268980548216,2839.730000000001,2882.178492320695,2908.140000000001
2025-09-15,7.940886380120069,7.948549388084146,7.951464256213238,2809.85,2831.4646136356264,2839.730000000001
2025-09-16,7.938363492856963,7.937440884872849,7.940886380120069,2802.7700000000004,2800.18533452021,2809.85
2025-09-17,7.942376452214388,7.940169077812446,7.938363492856963,2814.0400000000013,2807.8352108037852,2802.7700000000004
