date,cnyrub,cnyrub_numtrades,cnyrub_wap
2021-02-01,11.762,412.0,11.6941
2021-02-02,11.812,345.0,11.7324
2021-02-03,11.75,284.0,11.7719
2021-02-04,11.675,281.0,11.6981
2021-02-05,11.568,378.0,11.5724
2021-02-08,11.53,286.0,11.5325
2021-02-09,11.5161,288.0,11.5233
2021-02-10,11.51,355.0,11.5037
2021-02-11,11.478,272.0,11.4922
2021-02-12,11.488,361.0,11.5304
2021-02-15,11.4621,328.0,11.4494
2021-02-16,11.458,319.0,11.4427
2021-02-17,11.451,309.0,11.4583
2021-02-18,11.434,438.0,11.4213
2021-02-19,11.467,372.0,11.4659
2021-02-20,11.4701,249.0,11.5093
2021-02-22,11.4861,196.0,11.5752
2021-02-24,11.405,395.0,11.4224
2021-02-25,11.517,539.0,11.4229
2021-02-26,11.506,509.0,11.5006
2021-03-01,11.47,405.0,11.4541
2021-03-02,11.3945,646.0,11.4458
2021-03-03,11.435,394.0,11.3908
2021-03-04,11.508,420.0,11.3932
2021-03-05,11.387,857.0,11.4836
2021-03-09,11.348,652.0,11.3622
2021-03-10,11.338,345.0,11.3583
2021-03-11,11.323,395.0,11.3421
2021-03-12,11.2904,355.0,11.3032
2021-03-15,11.22,403.0,11.246
2021-03-16,11.2125,412.0,11.2078
2021-03-17,11.364,313.0,11.2931
2021-03-18,11.4315,282.0,11.3479
2021-03-19,11.4005,281.0,11.3796
2021-03-22,11.5165,364.0,11.4621
2021-03-23,11.71,589.0,11.6284
2021-03-24,11.7235,444.0,11.6837
2021-03-25,11.63,341.0,11.6589
2021-03-26,11.568,269.0,11.5947
2021-03-29,11.516,313.0,11.5616
2021-03-30,11.5326,425.0,11.5295
2021-03-31,11.54,334.0,11.5303
2021-04-01,11.606,350.0,11.5484
2021-04-02,11.64,338.0,11.5948
2021-04-05,11.6534,335.0,11.633
2021-04-06,11.802,444.0,11.6884
2021-04-07,11.75,515.0,11.8592
2021-04-08,11.7235,432.0,11.7566
2021-04-09,11.7935,477.0,11.7542
2021-04-12,11.812,345.0,11.8008
2021-04-13,11.6155,457.0,11.7365
2021-04-14,11.608,395.0,11.5819
2021-04-15,11.7,483.0,11.7529
2021-04-16,11.611,504.0,11.5952
2021-04-19,11.7269,344.0,11.7035
2021-04-20,11.8145,406.0,11.7858
2021-04-21,11.796,319.0,11.8176
2021-04-22,11.616,418.0,11.708
2021-04-23,11.56,488.0,11.5613
2021-04-26,11.59,387.0,11.5625
2021-04-27,11.566,315.0,11.5649
2021-04-28,11.495,389.0,11.537
2021-04-29,11.5435,406.0,11.5021
2021-04-30,11.62,581.0,11.5919
2021-05-04,11.554,292.0,11.5818
2021-05-05,11.5415,269.0,11.532
2021-05-06,11.4844,351.0,11.5205
2021-05-07,11.5015,369.0,11.4911
2021-05-10,11.5741,204.0,11.5304
2021-05-11,11.5284,270.0,11.5283
2021-05-12,11.56,269.0,11.5214
2021-05-13,11.485,316.0,11.513
2021-05-14,11.4909,276.0,11.4929
2021-05-17,11.46,277.0,11.4756
2021-05-18,11.464,297.0,11.4792
2021-05-19,11.46,328.0,11.4577
2021-05-20,11.438,326.0,11.4403
2021-05-21,11.4418,323.0,11.425
2021-05-24,11.468,394.0,11.4576
2021-05-25,11.4679,287.0,11.4689
2021-05-26,11.5135,336.0,11.5179
2021-05-27,11.535,314.0,11.5315
2021-05-28,11.504,328.0,11.5475
2021-05-31,11.5161,251.0,11.5254
2021-06-01,11.513,328.0,11.5008
2021-06-02,11.461,339.0,11.5085
2021-06-03,11.448,575.0,11.4606
2021-06-04,11.4005,546.0,11.431
2021-06-07,11.41,466.0,11.3945
2021-06-08,11.304,570.0,11.3531
2021-06-09,11.328,406.0,11.2961
2021-06-10,11.24,492.0,11.2953
2021-06-11,11.28,460.0,11.2281
2021-06-14,11.2605,225.0,11.2652
2021-06-15,11.274,480.0,11.2358
2021-06-16,11.285,418.0,11.2518
2021-06-17,11.2,406.0,11.2537
2021-06-18,11.26,364.0,11.202
2021-06-21,11.32,316.0,11.3011
2021-06-22,11.2435,371.0,11.2943
2021-06-23,11.219,432.0,11.2058
2021-06-24,11.174,462.0,11.1748
2021-06-25,11.1844,326.0,11.1729
2021-06-28,11.1617,330.0,11.1728
2021-06-29,11.27,518.0,11.229
2021-06-30,11.3259,388.0,11.2815
2021-07-01,11.3485,500.0,11.2928
2021-07-02,11.3155,441.0,11.348
2021-07-05,11.367,246.0,11.3532
2021-07-06,11.493,426.0,11.3748
2021-07-07,11.542,371.0,11.4855
2021-07-08,11.5151,527.0,11.5762
2021-07-09,11.475,291.0,11.4504
2021-07-12,11.4925,301.0,11.5215
2021-07-13,11.4685,259.0,11.4543
2021-07-14,11.4741,253.0,11.4573
2021-07-15,11.5157,269.0,11.4825
2021-07-16,11.44,256.0,11.4612
2021-07-19,11.5,454.0,11.4806
2021-07-20,11.4675,307.0,11.4856
2021-07-21,11.448,400.0,11.4881
2021-07-22,11.3845,409.0,11.4072
2021-07-23,11.394,304.0,11.3797
2021-07-26,11.364,436.0,11.4096
2021-07-27,11.298,365.0,11.3273
2021-07-28,11.336,455.0,11.3025
2021-07-29,11.323,315.0,11.3331
2021-07-30,11.3086,559.0,11.3058
2021-08-02,11.296,389.0,11.2854
2021-08-03,11.283,373.0,11.2791
2021-08-04,11.3325,302.0,11.2876
2021-08-05,11.31,353.0,11.3293
2021-08-06,11.34,296.0,11.3154
2021-08-09,11.3641,309.0,11.3446
2021-08-10,11.3923,316.0,11.3665
2021-08-11,11.3241,394.0,11.4119
2021-08-12,11.365,269.0,11.3527
2021-08-13,11.3049,281.0,11.3273
2021-08-16,11.31,343.0,11.3368
2021-08-17,11.344,290.0,11.3256
2021-08-18,11.3885,356.0,11.3481
2021-08-19,11.418,407.0,11.4145
2021-08-20,11.4301,511.0,11.4363
2021-08-23,11.4494,332.0,11.4177
2021-08-24,11.394,447.0,11.4147
2021-08-25,11.435,283.0,11.4015
2021-08-26,11.448,695.0,11.4349
2021-08-27,11.3894,300.0,11.4241
2021-08-30,11.372,404.0,11.3827
2021-08-31,11.3451,322.0,11.3503
2021-09-01,11.315,547.0,11.3203
2021-09-02,11.311,1535.0,11.2837
2021-09-03,11.303,422.0,11.2963
2021-09-06,11.322,392.0,11.3116
2021-09-07,11.3475,456.0,11.3346
2021-09-08,11.33,400.0,11.3586
2021-09-09,11.316,415.0,11.3282
2021-09-10,11.365,312.0,11.3231
2021-09-13,11.28,531.0,11.3155
2021-09-14,11.33,510.0,11.3042
2021-09-15,11.25,393.0,11.3046
2021-09-16,11.24,485.0,11.2514
2021-09-17,11.2615,455.0,11.2576
2021-09-20,11.3315,474.0,11.3223
2021-09-21,11.2799,372.0,11.3029
2021-09-22,11.3,442.0,11.262
2021-09-23,11.27,302.0,11.2598
2021-09-24,11.255,418.0,11.2856
2021-09-27,11.2355,560.0,11.2329
2021-09-28,11.258,633.0,11.2377
2021-09-29,11.2575,448.0,11.2536
2021-09-30,11.298,485.0,11.2588
2021-10-01,11.3225,406.0,11.3565
2021-10-04,11.2545,412.0,11.3042
2021-10-05,11.2235,442.0,11.2628
2021-10-06,11.2275,448.0,11.232
2021-10-07,11.121,546.0,11.1968
2021-10-08,11.1535,503.0,11.1546
2021-10-11,11.1148,446.0,11.1218
2021-10-12,11.135,464.0,11.1316
2021-10-13,11.1985,615.0,11.1504
2021-10-14,11.095,599.0,11.1581
2021-10-15,11.0445,445.0,11.0742
2021-10-18,11.0935,301.0,11.08
2021-10-19,11.1185,310.0,11.1023
2021-10-20,11.0802,326.0,11.1109
2021-10-21,11.1205,357.0,11.1223
2021-10-22,11.011,683.0,11.0533
2021-10-25,10.933,407.0,10.9781
2021-10-26,10.9065,412.0,10.8903
2021-10-27,11.0425,347.0,10.9836
2021-10-28,10.9905,323.0,11.016
2021-10-29,11.068,308.0,11.0386
2021-11-01,11.194,429.0,11.0975
2021-11-02,11.1769,373.0,11.2092
2021-11-03,11.38,405.0,11.2218
2021-11-05,11.1485,257.0,11.1678
2021-11-08,11.156,426.0,11.1664
2021-11-09,11.0756,345.0,11.1306
2021-11-10,11.1345,513.0,11.079
2021-11-11,11.2,472.0,11.1256
2021-11-12,11.35,974.0,11.2813
2021-11-15,11.3665,387.0,11.3564
2021-11-16,11.445,414.0,11.4093
2021-11-17,11.3885,381.0,11.3963
2021-11-18,11.451,330.0,11.4156
2021-11-19,11.499,459.0,11.472
2021-11-22,11.6903,890.0,11.5609
2021-11-23,11.6275,587.0,11.7223
2021-11-24,11.716,452.0,11.6598
2021-11-25,11.6906,320.0,11.6864
2021-11-26,11.8105,491.0,11.816
2021-11-29,11.6875,457.0,11.7377
2021-11-30,11.6395,467.0,11.7166
2021-12-01,11.655,450.0,11.606
2021-12-02,11.57,310.0,11.5922
2021-12-03,11.59,329.0,11.5587
2021-12-06,11.6625,351.0,11.5674
2021-12-07,11.64,361.0,11.6657
2021-12-08,11.5876,334.0,11.6132
2021-12-09,11.56,308.0,11.5916
2021-12-10,11.5,284.0,11.5275
2021-12-13,11.5375,376.0,11.5306
2021-12-14,11.575,408.0,11.5409
2021-12-15,11.57,473.0,11.592
2021-12-16,11.565,343.0,11.5422
2021-12-17,11.61,289.0,11.5591
2021-12-20,11.6175,762.0,11.6273
2021-12-21,11.6,330.0,11.5821
2021-12-22,11.565,356.0,11.5669
2021-12-23,11.51,334.0,11.5203
2021-12-24,11.56,330.0,11.5107
2021-12-27,11.52,334.0,11.5141
2021-12-28,11.5675,288.0,11.5484
2021-12-29,11.6325,313.0,11.587
2021-12-30,11.7175,352.0,11.691
2022-01-03,11.685,145.0,11.682
2022-01-04,11.815,182.0,11.7628
2022-01-05,12.0325,252.0,11.8999
2022-01-06,11.935,325.0,12.0482
2022-01-07,11.8375,68.0,11.8146
2022-01-10,11.775,349.0,11.7651
2022-01-11,11.6725,412.0,11.7337
2022-01-12,11.7502,411.0,11.6999
2022-01-13,12.0,632.0,11.754
2022-01-14,11.995,592.0,11.9942
2022-01-17,11.9925,414.0,12.0077
2022-01-18,12.1075,411.0,12.0294
2022-01-19,12.0,427.0,12.0479
2022-01-20,12.0725,372.0,12.0604
2022-01-21,12.2125,366.0,12.0849
2022-01-24,12.44,961.0,12.2701
2022-01-25,12.4225,788.0,12.4235
2022-01-26,12.5555,640.0,12.521
2022-01-27,12.265,632.0,12.3683
2022-01-28,12.2375,515.0,12.2517
2022-01-31,12.1675,473.0,12.1666
2022-02-01,12.0725,363.0,12.0898
2022-02-02,11.97,387.0,11.979
2022-02-03,12.04,409.0,12.0345
2022-02-04,11.92,439.0,11.944
2022-02-07,11.8725,341.0,11.8768
2022-02-08,11.785,298.0,11.8154
2022-02-09,11.74,392.0,11.7401
2022-02-10,11.78,478.0,11.747
2022-02-11,12.115,562.0,11.8187
2022-02-14,12.085,691.0,12.0887
2022-02-15,11.9125,739.0,11.9477
2022-02-16,11.8824,439.0,11.8518
2022-02-17,12.065,542.0,12.0016
2022-02-18,12.225,528.0,12.0257
2022-02-21,12.6175,1620.0,12.2974
2022-02-22,12.445,1363.0,12.5803
2022-02-23,12.8225,367.0,12.747
2022-02-24,15.3373,2509.0,14.3044
2022-02-25,13.6071,2269.0,13.3121
2022-02-28,16.501,3932.0,15.5161
2022-03-01,16.7,4512.0,15.4228
2022-03-02,17.52,9232.0,17.2425
2022-03-03,19.0,53183.0,18.4569
2022-03-04,20.02,36727.0,19.928
2022-03-09,21.3999,52720.0,21.7738
2022-03-10,20.1318,43462.0,20.3688
2022-03-11,18.92,31666.0,18.879
2022-03-14,17.9,36545.0,18.1814
2022-03-15,17.755,16998.0,17.6155
2022-03-16,17.85,25268.0,17.2686
2022-03-17,16.516,25621.0,16.7221
2022-03-18,16.6127,21993.0,16.5981
2022-03-21,16.4082,16995.0,16.5429
2022-03-22,16.38,9161.0,16.3671
2022-03-23,15.6,18504.0,16.2455
2022-03-24,15.299,16303.0,15.1784
2022-03-25,15.468,14573.0,15.2052
2022-03-28,14.8101,17718.0,14.9759
2022-03-29,13.69,32880.0,13.7903
2022-03-30,13.47,18382.0,13.3964
2022-03-31,13.4096,16797.0,13.2535
2022-04-01,13.35,17360.0,13.2388
2022-04-04,13.34,11981.0,13.292
2022-04-05,13.3055,17146.0,13.2399
2022-04-06,13.079,24440.0,13.1887
2022-04-07,12.44,51305.0,12.2812
2022-04-08,12.23,36694.0,12.1004
2022-04-11,12.545,28472.0,12.6242
2022-04-12,12.5301,14932.0,12.5409
2022-04-13,12.7368,11379.0,12.5781
2022-04-14,12.729,21048.0,12.8323
2022-04-15,12.718,12375.0,12.6411
2022-04-18,12.615,10697.0,12.5249
2022-04-19,12.31,10305.0,12.4198
2022-04-20,12.12,16906.0,12.1123
2022-04-21,11.93,20772.0,11.7188
2022-04-22,11.6,17195.0,11.4094
2022-04-25,11.2399,13819.0,11.2242
2022-04-26,11.1216,12228.0,11.1506
2022-04-27,11.145,8933.0,11.1242
2022-04-28,11.15,14593.0,10.9697
2022-04-29,10.86,16053.0,10.8453
2022-05-04,10.0409,15257.0,10.4552
2022-05-05,10.2352,12890.0,10.0037
2022-05-06,10.5001,17779.0,10.1036
2022-05-11,10.06,12073.0,10.1765
2022-05-12,9.336,16264.0,9.67
2022-05-13,9.55,13593.0,9.3911
2022-05-16,9.468,9719.0,9.3612
2022-05-17,9.5849,7744.0,9.4541
2022-05-18,9.3975,11321.0,9.4534
2022-05-19,9.175,9957.0,9.2317
2022-05-20,8.9298,25516.0,8.9029
2022-05-23,8.75,11732.0,8.8042
2022-05-24,8.632,15569.0,8.7019
2022-05-25,9.4007,24197.0,8.7098
2022-05-26,9.891,31426.0,9.5133
2022-05-27,10.0479,25331.0,10.0563
2022-05-30,9.4744,17264.0,9.5459
2022-05-31,9.47,12947.0,9.4088
2022-06-01,9.306,11392.0,9.3579
2022-06-02,9.3401,8550.0,9.3551
2022-06-03,9.3941,9749.0,9.4165
2022-06-06,9.3214,8997.0,9.3104
2022-06-07,9.3081,9797.0,9.3003
2022-06-08,9.2497,13973.0,9.2582
2022-06-09,9.1114,19750.0,9.1168
2022-06-10,8.777,24996.0,8.8506
2022-06-14,8.52,31067.0,8.5616
2022-06-15,8.62,19561.0,8.5526
2022-06-16,8.6265,15038.0,8.5586
2022-06-17,8.43,21828.0,8.5436
2022-06-20,8.439,17089.0,8.4682
2022-06-21,8.129,31988.0,8.2576
2022-06-22,8.035,29622.0,8.0199
2022-06-23,8.0186,27091.0,7.9959
2022-06-24,8.1634,63487.0,8.0288
2022-06-27,8.0501,19254.0,8.0406
2022-06-28,7.83,24692.0,7.9429
2022-06-29,8.2031,34258.0,7.7628
2022-06-30,7.9901,32597.0,8.2542
2022-07-01,8.7511,36259.0,8.6516
2022-07-04,8.675,33664.0,8.6788
2022-07-05,9.3999,50778.0,9.0292
2022-07-06,9.7485,39708.0,9.5559
2022-07-07,9.5355,27895.0,9.5606
2022-07-08,9.2762,21206.0,9.2799
2022-07-11,8.902,35500.0,9.1559
2022-07-12,8.8418,35775.0,8.7427
2022-07-13,8.7052,34769.0,8.7194
2022-07-14,8.6563,28574.0,8.6359
2022-07-15,8.5901,34067.0,8.5725
2022-07-18,8.44,26765.0,8.4236
2022-07-19,8.3,40901.0,8.2648
2022-07-20,8.15,35707.0,8.1596
2022-07-21,8.52,54249.0,8.4143
2022-07-22,8.5837,48765.0,8.5927
2022-07-25,8.6894,40199.0,8.6347
2022-07-26,9.2,54259.0,8.8344
2022-07-27,8.9971,66320.0,9.021
2022-07-28,9.1401,54850.0,9.0618
2022-07-29,9.3299,53739.0,9.2298
2022-08-01,9.033,77064.0,9.1958
2022-08-02,8.97,54370.0,8.9356
2022-08-03,8.986,39921.0,8.9462
2022-08-04,8.94,40123.0,8.9339
2022-08-05,9.052,52996.0,8.9794
2022-08-08,9.027,49145.0,8.9621
2022-08-09,8.924,38146.0,8.9517
2022-08-10,9.09,34417.0,8.9704
2022-08-11,9.026,35268.0,9.0124
2022-08-12,8.995,34065.0,9.0297
2022-08-15,9.03,31774.0,9.0447
2022-08-16,8.97,56068.0,9.0129
2022-08-17,8.901,36066.0,8.9353
2022-08-18,8.756,52684.0,8.8135
2022-08-19,8.61,49316.0,8.6424
2022-08-22,8.711,43361.0,8.6988
2022-08-23,8.72,43328.0,8.7163
2022-08-24,8.748,36736.0,8.7355
2022-08-25,8.755,28775.0,8.7296
2022-08-26,8.765,23361.0,8.7434
2022-08-29,8.726,21580.0,8.7211
2022-08-30,8.675,25011.0,8.7369
2022-08-31,8.72,34017.0,8.7158
2022-09-01,8.727,20087.0,8.7268
2022-09-02,8.805,24908.0,8.747
2022-09-05,8.738,21924.0,8.7734
2022-09-06,8.765,22340.0,8.7489
2022-09-07,8.732,20329.0,8.7539
2022-09-08,8.731,19674.0,8.7353
2022-09-09,8.723,17309.0,8.7306
2022-09-12,8.713,29800.0,8.7234
2022-09-13,8.595,40837.0,8.6494
2022-09-14,8.588,36981.0,8.5683
2022-09-15,8.571,33106.0,8.5513
2022-09-16,8.546,31494.0,8.547
2022-09-19,8.559,40096.0,8.56
2022-09-20,8.645,47924.0,8.553
2022-09-21,8.577,66501.0,8.6128
2022-09-22,8.303,65217.0,8.4156
2022-09-23,8.092,121105.0,8.1373
2022-09-26,8.12,58990.0,8.0953
2022-09-27,8.155,47864.0,8.1148
2022-09-28,8.023,58170.0,8.068
2022-09-29,8.12,82784.0,8.0136
2022-09-30,8.341,90787.0,8.1992
2022-10-03,8.268,64873.0,8.1579
2022-10-04,8.199,45989.0,8.2041
2022-10-05,8.575,49618.0,8.3887
2022-10-06,8.555,51191.0,8.5891
2022-10-07,8.497,50982.0,8.5855
2022-10-10,8.657,63308.0,8.6176
2022-10-11,8.683,56224.0,8.7548
2022-10-12,8.683,79929.0,8.6772
2022-10-13,8.685,49121.0,8.7023
2022-10-14,8.602,50618.0,8.679
2022-10-17,8.533,49426.0,8.5282
2022-10-18,8.505,42765.0,8.5102
2022-10-19,8.462,38801.0,8.4586
2022-10-20,8.438,45653.0,8.4444
2022-10-21,8.309,56310.0,8.3656
2022-10-24,8.332,49066.0,8.3242
2022-10-25,8.407,39745.0,8.3261
2022-10-26,8.5,41142.0,8.4785
2022-10-27,8.47,39924.0,8.4379
2022-10-28,8.403,57525.0,8.4288
2022-10-31,8.385,44965.0,8.3935
2022-11-01,8.397,35943.0,8.4071
2022-11-02,8.414,44651.0,8.4242
2022-11-03,8.407,57611.0,8.4277
2022-11-07,8.417,54127.0,8.433
2022-11-08,8.372,44766.0,8.3688
2022-11-09,8.454,46966.0,8.4055
2022-11-10,8.391,39285.0,8.3967
2022-11-11,8.473,48766.0,8.449
2022-11-14,8.534,39381.0,8.5419
2022-11-15,8.55,53066.0,8.5343
2022-11-16,8.493,30285.0,8.4989
2022-11-17,8.453,34012.0,8.4471
2022-11-18,8.49,26080.0,8.4748
2022-11-21,8.47,29546.0,8.4746
2022-11-22,8.47,31375.0,8.4722
2022-11-23,8.44,19866.0,8.4351
2022-11-24,8.449,26174.0,8.4371
2022-11-25,8.415,22070.0,8.4242
2022-11-28,8.436,23898.0,8.4175
2022-11-29,8.468,42618.0,8.4827
2022-11-30,8.593,38876.0,8.5406
2022-12-01,8.724,21007.0,8.6539
2022-12-02,8.805,28454.0,8.7825
2022-12-05,8.93,30275.0,8.9336
2022-12-06,8.958,52815.0,8.9668
2022-12-07,9.005,41736.0,8.9907
2022-12-08,8.999,27214.0,8.9783
2022-12-09,8.978,33644.0,8.9649
2022-12-12,8.985,23893.0,8.9879
2022-12-13,9.045,28745.0,9.0381
2022-12-14,9.165,40038.0,9.1242
2022-12-15,9.215,41344.0,9.2139
2022-12-16,9.279,26080.0,9.2443
2022-12-19,9.657,70452.0,9.5426
2022-12-20,9.89,53401.0,9.8605
2022-12-21,10.079,59712.0,10.0787
2022-12-22,9.769,92047.0,10.1725
2022-12-23,9.92,72096.0,9.7739
2022-12-26,9.774,60202.0,9.7463
2022-12-27,9.98,78135.0,9.9507
2022-12-28,10.249,59982.0,10.1594
2022-12-29,10.186,78621.0,10.1399
2022-12-30,9.912,80145.0,9.9105
2023-01-03,10.11,17573.0,10.0466
2023-01-04,10.265,17386.0,10.2117
2023-01-05,10.417,20917.0,10.308
2023-01-06,10.437,14605.0,10.4247
2023-01-09,10.219,68584.0,10.2838
2023-01-10,10.279,30267.0,10.2242
2023-01-11,10.074,63982.0,10.1303
2023-01-12,10.021,46492.0,10.0032
2023-01-13,10.19,41986.0,10.0706
2023-01-16,10.149,37718.0,10.1454
2023-01-17,10.19,38148.0,10.1313
2023-01-18,10.19,29712.0,10.1795
2023-01-19,10.129,32257.0,10.1318
2023-01-20,10.119,22665.0,10.1209
2023-01-23,10.128,19937.0,10.1091
2023-01-24,10.138,21449.0,10.1159
2023-01-25,10.216,23068.0,10.1559
2023-01-26,10.279,30490.0,10.2528
2023-01-27,10.26,22980.0,10.2562
2023-01-30,10.405,30101.0,10.3267
2023-01-31,10.348,37294.0,10.4172
2023-02-01,10.391,35845.0,10.3888
2023-02-02,10.451,40981.0,10.4099
2023-02-03,10.417,33925.0,10.4238
2023-02-06,10.419,31648.0,10.3901
2023-02-07,10.455,36277.0,10.4385
2023-02-08,10.67,40845.0,10.5556
2023-02-09,10.767,35264.0,10.7503
2023-02-10,10.749,32003.0,10.701
2023-02-13,10.8,29218.0,10.7725
2023-02-14,10.803,35567.0,10.8101
2023-02-15,10.87,38123.0,10.8472
2023-02-16,10.875,33217.0,10.8843
2023-02-17,10.76,50052.0,10.8206
2023-02-20,10.87,49013.0,10.7915
2023-02-21,10.85,55254.0,10.8572
2023-02-22,10.903,71477.0,10.8454
2023-02-24,10.965,20128.0,10.9168
2023-02-27,10.71,65548.0,10.7766
2023-02-28,10.78,52684.0,10.7451
2023-03-01,10.909,48978.0,10.904
2023-03-02,10.865,35004.0,10.9054
2023-03-03,10.926,23440.0,10.913
2023-03-06,10.855,39196.0,10.8693
2023-03-07,10.875,26072.0,10.866
2023-03-09,10.856,40469.0,10.8592
2023-03-10,10.965,32521.0,10.9083
2023-03-13,10.927,55105.0,10.9344
2023-03-14,10.937,29406.0,10.9311
2023-03-15,11.0,32682.0,10.9769
2023-03-16,11.09,58014.0,11.0521
2023-03-17,11.19,42600.0,11.1342
2023-03-20,11.19,51324.0,11.1894
2023-03-21,11.161,45289.0,11.1649
2023-03-22,11.185,45010.0,11.159
2023-03-23,11.105,57186.0,11.154
2023-03-24,11.139,47768.0,11.1177
2023-03-27,11.113,44162.0,11.1128
2023-03-28,11.173,42914.0,11.127
2023-03-29,11.2,28745.0,11.1648
2023-03-30,11.192,41486.0,11.1856
2023-03-31,11.281,31689.0,11.2545
2023-04-03,11.428,30881.0,11.3288
2023-04-04,11.503,43335.0,11.5115
2023-04-05,11.578,27040.0,11.5506
2023-04-06,11.8,45634.0,11.7103
2023-04-07,11.812,77261.0,11.9305
2023-04-10,11.849,48427.0,11.8633
2023-04-11,11.909,36388.0,11.9196
2023-04-12,11.885,36168.0,11.9167
2023-04-13,11.855,44785.0,11.8553
2023-04-14,11.896,42148.0,11.8797
2023-04-17,11.814,48721.0,11.8515
2023-04-18,11.844,34407.0,11.8463
2023-04-19,11.855,31756.0,11.8295
2023-04-20,11.824,35299.0,11.8379
2023-04-21,11.819,26443.0,11.812
2023-04-24,11.772,39765.0,11.7704
2023-04-25,11.757,58608.0,11.7641
2023-04-26,11.754,30815.0,11.762
2023-04-27,11.705,33828.0,11.7429
2023-04-28,11.586,66762.0,11.5458
2023-05-02,11.496,27480.0,11.4923
2023-05-03,11.454,25506.0,11.4534
2023-05-04,11.269,39705.0,11.3196
2023-05-05,11.166,69678.0,11.1282
2023-05-08,11.242,14880.0,11.1745
2023-05-10,10.956,76199.0,11.0258
2023-05-11,11.043,71444.0,10.9543
2023-05-12,11.125,65762.0,11.0839
2023-05-15,11.379,45797.0,11.3457
2023-05-16,11.489,44769.0,11.4693
2023-05-17,11.396,53256.0,11.488
2023-05-18,11.404,51143.0,11.3618
2023-05-19,11.372,44635.0,11.3693
2023-05-22,11.371,31961.0,11.3508
2023-05-23,11.335,41684.0,11.3463
2023-05-24,11.325,29241.0,11.3287
2023-05-25,11.327,32438.0,11.2892
2023-05-26,11.303,26020.0,11.3048
2023-05-29,11.389,36255.0,11.3153
2023-05-30,11.427,34152.0,11.379
2023-05-31,11.379,29661.0,11.3712
2023-06-01,11.349,29131.0,11.3552
2023-06-02,11.472,33767.0,11.4278
2023-06-05,11.368,33394.0,11.4063
2023-06-06,11.412,40674.0,11.3979
2023-06-07,11.478,31578.0,11.4302
2023-06-08,11.596,39582.0,11.51
2023-06-09,11.56,42660.0,11.5676
2023-06-13,11.735,46753.0,11.6721
2023-06-14,11.741,48582.0,11.7588
2023-06-15,11.728,57446.0,11.7277
2023-06-16,11.765,41439.0,11.737
2023-06-19,11.729,34956.0,11.7219
2023-06-20,11.765,37510.0,11.7317
2023-06-21,11.648,45716.0,11.698
2023-06-22,11.65,44919.0,11.628
2023-06-23,11.709,44864.0,11.6559
2023-06-26,11.73,61063.0,11.7313
2023-06-27,11.788,44363.0,11.771
2023-06-28,11.899,42599.0,11.807
2023-06-29,12.057,61536.0,11.9926
2023-06-30,12.332,63359.0,12.1865
2023-07-03,12.182,59003.0,12.2768
2023-07-04,12.334,67522.0,12.3585
2023-07-05,12.541,52563.0,12.4568
2023-07-06,12.58,104688.0,12.7104
2023-07-07,12.648,45997.0,12.6343
2023-07-10,12.484,56777.0,12.5967
2023-07-11,12.5,66875.0,12.5337
2023-07-12,12.696,48019.0,12.589
2023-07-13,12.591,48121.0,12.5815
2023-07-14,12.62,34795.0,12.6081
2023-07-17,12.674,30789.0,12.6067
2023-07-18,12.627,37846.0,12.6357
2023-07-19,12.647,26913.0,12.6284
2023-07-20,12.575,45967.0,12.6377
2023-07-21,12.616,36429.0,12.5839
2023-07-24,12.575,44820.0,12.5601
2023-07-25,12.633,48308.0,12.6035
2023-07-26,12.582,31683.0,12.5799
2023-07-27,12.644,31245.0,12.5983
2023-07-28,12.8,38410.0,12.7009
2023-07-31,12.808,35074.0,12.8051
2023-08-01,12.838,36727.0,12.7937
2023-08-02,13.069,41288.0,12.9394
2023-08-03,13.117,49730.0,13.0542
2023-08-04,13.333,48052.0,13.1974
2023-08-07,13.24,67737.0,13.3848
2023-08-08,13.419,60945.0,13.2981
2023-08-09,13.432,60989.0,13.4807
2023-08-10,13.465,64551.0,13.453
2023-08-11,13.695,74822.0,13.547
2023-08-14,13.39,85390.0,13.7873
2023-08-15,13.254,92316.0,13.3168
2023-08-16,12.902,71066.0,13.1502
2023-08-17,12.774,98222.0,12.8025
2023-08-18,12.827,51191.0,12.7686
2023-08-21,12.799,63992.0,12.8453
2023-08-22,12.885,55816.0,12.873
2023-08-23,12.899,52061.0,12.9118
2023-08-24,12.972,52629.0,12.9442
2023-08-25,13.049,41346.0,12.9922
2023-08-28,13.058,49220.0,13.0539
2023-08-29,13.094,49550.0,13.1096
2023-08-30,13.17,34429.0,13.1377
2023-08-31,13.17,42052.0,13.188
2023-09-01,13.264,47095.0,13.2456
2023-09-04,13.3,29569.0,13.2862
2023-09-05,13.379,39830.0,13.3444
2023-09-06,13.401,69274.0,13.3795
2023-09-07,13.417,61097.0,13.3777
2023-09-08,13.267,40698.0,13.3139
2023-09-11,13.019,52219.0,13.188
2023-09-12,12.988,80546.0,12.9407
2023-09-13,13.235,49939.0,13.1793
2023-09-14,13.35,73693.0,13.222
2023-09-15,13.251,63415.0,13.2738
2023-09-18,13.205,55673.0,13.237
2023-09-19,13.261,49089.0,13.173
2023-09-20,13.161,72038.0,13.21
2023-09-21,13.108,63483.0,13.1307
2023-09-22,13.159,57753.0,13.1407
2023-09-25,13.144,57793.0,13.142
