date,cnyrub,cnyrub_numtrades,cnyrub_wap
2018-05-11,9.793,143.0,9.7516
2018-05-14,9.7659,166.0,9.7569
2018-05-15,9.7821,174.0,9.7656
2018-05-16,9.724,470.0,9.8185
2018-05-17,9.7652,208.0,9.7324
2018-05-18,9.796,267.0,9.7382
2018-05-21,9.69,109.0,9.7814
2018-05-22,9.616,329.0,9.6363
2018-05-23,9.6268,364.0,9.6627
2018-05-24,9.664,104.0,9.6318
2018-05-25,9.75,132.0,9.6871
2018-05-28,9.74,115.0,9.7541
2018-05-29,9.77,115.0,9.763
2018-05-30,9.6828,130.0,9.7433
2018-05-31,9.7449,159.0,9.6921
2018-06-01,9.6943,102.0,9.7037
2018-06-04,9.6958,130.0,9.6697
2018-06-05,9.7259,78.0,9.6938
2018-06-06,9.7115,102.0,9.7141
2018-06-07,9.8,89.0,9.7091
2018-06-08,9.76,111.0,9.7833
2018-06-09,9.6251,74.0,9.8489
2018-06-11,9.8138,9.0,9.7773
2018-06-13,9.7986,118.0,9.8343
2018-06-14,9.702,171.0,9.7406
2018-06-15,9.8094,118.0,9.7729
2018-06-18,9.81,103.0,9.8229
2018-06-19,9.826,86.0,9.8925
2018-06-20,9.7992,124.0,9.8221
2018-06-21,9.813,96.0,9.7996
2018-06-22,9.66,94.0,9.7112
2018-06-25,9.609,320.0,9.6112
2018-06-26,9.5831,123.0,9.5734
2018-06-27,9.562,108.0,9.5704
2018-06-28,9.46,104.0,9.5412
2018-06-29,9.4601,122.0,9.4691
2018-07-02,9.5015,296.0,9.4568
2018-07-03,9.47,101.0,9.4795
2018-07-04,9.538,269.0,9.5494
2018-07-05,9.4886,390.0,9.5193
2018-07-06,9.4501,277.0,9.4853
2018-07-09,9.45,101.0,9.4794
2018-07-10,9.308,90.0,9.4111
2018-07-11,9.272,207.0,9.303
2018-07-12,9.314,266.0,9.3004
2018-07-13,9.321,230.0,9.2791
2018-07-16,9.29,201.0,9.2838
2018-07-17,9.2978,475.0,9.324
2018-07-18,9.37,253.0,9.329
2018-07-19,9.3821,278.0,9.3301
2018-07-20,9.3685,243.0,9.3393
2018-07-23,9.264,97.0,9.2999
2018-07-24,9.2989,254.0,9.2139
2018-07-25,9.307,92.0,9.2997
2018-07-26,9.2596,90.0,9.2742
2018-07-27,9.2101,179.0,9.2074
2018-07-30,9.125,107.0,9.1719
2018-07-31,9.1851,136.0,9.1296
2018-08-01,9.225,90.0,9.1895
2018-08-02,9.227,90.0,9.2311
2018-08-03,9.2383,270.0,9.1973
2018-08-06,9.2564,238.0,9.2643
2018-08-07,9.3048,112.0,9.2831
2018-08-08,9.5841,123.0,9.4116
2018-08-09,9.72,94.0,9.6782
2018-08-10,9.848,145.0,9.7535
2018-08-13,9.8661,156.0,9.8836
2018-08-14,9.622,179.0,9.6778
2018-08-15,9.6874,115.0,9.6382
2018-08-16,9.7304,182.0,9.6982
2018-08-17,9.82,139.0,9.7466
2018-08-20,9.832,118.0,9.8115
2018-08-21,9.8367,102.0,9.8275
2018-08-22,9.942,119.0,9.9034
2018-08-23,9.902,114.0,9.9665
2018-08-24,9.8887,189.0,9.8663
2018-08-27,9.94,126.0,9.8851
2018-08-28,9.964,146.0,9.9296
2018-08-29,9.969,146.0,9.9663
2018-08-30,9.944,212.0,9.9612
2018-08-31,9.856,203.0,9.9299
2018-09-03,9.979,134.0,9.9362
2018-09-04,9.954,207.0,9.9684
2018-09-05,9.982,153.0,9.9744
2018-09-06,10.128,184.0,10.0204
2018-09-07,10.1839,124.0,10.1026
2018-09-10,10.27,148.0,10.1952
2018-09-11,10.114,141.0,10.1906
2018-09-12,10.091,145.0,10.1058
2018-09-13,9.966,191.0,9.9986
2018-09-14,9.8948,230.0,9.9192
2018-09-17,9.916,116.0,9.9227
2018-09-18,9.8155,151.0,9.8533
2018-09-19,9.7502,136.0,9.771
2018-09-20,9.689,117.0,9.6955
2018-09-21,9.7038,112.0,9.7094
2018-09-24,9.5959,232.0,9.6173
2018-09-25,9.5799,177.0,9.5868
2018-09-26,9.5603,104.0,9.5713
2018-09-27,9.5,115.0,9.5695
2018-09-28,9.53,87.0,9.5473
2018-10-01,9.4885,113.0,9.5352
2018-10-02,9.524,87.0,9.5004
2018-10-03,9.5233,118.0,9.5218
2018-10-04,9.718,103.0,9.6263
2018-10-05,9.6583,105.0,9.6593
2018-10-08,9.6288,115.0,9.6685
2018-10-09,9.58,113.0,9.6156
2018-10-10,9.6215,88.0,9.5536
2018-10-11,9.6168,120.0,9.6158
2018-10-12,9.5917,145.0,9.5466
2018-10-15,9.48,98.0,9.4797
2018-10-16,9.4679,109.0,9.4773
2018-10-17,9.4479,128.0,9.4624
2018-10-18,9.48,102.0,9.4606
2018-10-19,9.453,210.0,9.4729
2018-10-22,9.4,151.0,9.4045
2018-10-23,9.42,87.0,9.4087
2018-10-24,9.4488,117.0,9.4403
2018-10-25,9.4124,109.0,9.4453
2018-10-26,9.44,237.0,9.4244
2018-10-29,9.44,135.0,9.4344
2018-10-30,9.3975,123.0,9.4319
2018-10-31,9.4265,105.0,9.415
2018-11-01,9.4789,116.0,9.4473
2018-11-02,9.607,197.0,9.5415
2018-11-06,9.5378,89.0,9.5367
2018-11-07,9.5728,107.0,9.5406
2018-11-08,9.625,102.0,9.5671
2018-11-09,9.76,99.0,9.6653
2018-11-12,9.7069,117.0,9.711
2018-11-13,9.812,168.0,9.737
2018-11-14,9.6604,236.0,9.748
2018-11-15,9.55,130.0,9.6137
2018-11-16,9.51,115.0,9.5158
2018-11-19,9.465,124.0,9.5084
2018-11-20,9.5348,148.0,9.4635
2018-11-21,9.468,126.0,9.5092
2018-11-22,9.47,134.0,9.4702
2018-11-23,9.538,98.0,9.4659
2018-11-26,9.6734,147.0,9.6065
2018-11-27,9.6676,103.0,9.6209
2018-11-28,9.64,198.0,9.6676
2018-11-29,9.5555,132.0,9.5944
2018-11-30,9.639,117.0,9.5997
2018-12-03,9.69,136.0,9.6601
2018-12-04,9.748,151.0,9.7157
2018-12-05,9.69,107.0,9.7319
2018-12-06,9.712,115.0,9.6998
2018-12-07,9.653,105.0,9.693
2018-12-10,9.6386,117.0,9.5977
2018-12-11,9.6099,117.0,9.6286
2018-12-12,9.642,112.0,9.6434
2018-12-13,9.63,102.0,9.6525
2018-12-14,9.6595,108.0,9.6354
2018-12-17,9.67,100.0,9.6458
2018-12-18,9.752,147.0,9.6963
2018-12-19,9.7448,138.0,9.7547
2018-12-20,9.94,112.0,9.7807
2018-12-21,9.96,90.0,9.8618
2018-12-24,9.9368,125.0,9.9078
2018-12-25,9.902,176.0,9.972
2018-12-26,9.966,144.0,10.0235
2018-12-27,10.126,92.0,10.0483
2018-12-28,10.134,126.0,10.0919
2018-12-29,10.41,87.0,10.1674
2019-01-03,9.965,14.0,10.0788
2019-01-04,9.87,15.0,9.8969
2019-01-08,9.79,8.0,9.7777
2019-01-09,9.8014,146.0,9.8138
2019-01-10,9.8851,121.0,9.8631
2019-01-11,9.9116,108.0,9.9172
2019-01-14,9.9043,118.0,9.9247
2019-01-15,9.8842,145.0,9.9124
2019-01-16,9.81,122.0,9.8611
2019-01-17,9.785,110.0,9.8115
2019-01-18,9.7321,203.0,9.7895
2019-01-21,9.77,285.0,9.7652
2019-01-22,9.7539,105.0,9.7623
2019-01-23,9.7342,83.0,9.754
2019-01-24,9.67,115.0,9.7014
2019-01-25,9.7661,155.0,9.7342
2019-01-28,9.803,136.0,9.7772
2019-01-29,9.7795,108.0,9.8175
2019-01-30,9.76,198.0,9.8229
2019-01-31,9.746,103.0,9.7234
2019-02-01,9.7319,99.0,9.7338
2019-02-04,9.6975,92.0,9.684
2019-02-05,9.6966,76.0,9.6877
2019-02-06,9.7121,79.0,9.7102
2019-02-07,9.744,112.0,9.7412
2019-02-08,9.702,95.0,9.7299
2019-02-11,9.69,173.0,9.674
2019-02-12,9.712,97.0,9.6806
2019-02-13,9.795,187.0,9.7065
2019-02-14,9.857,289.0,9.8193
2019-02-15,9.786,329.0,9.8241
2019-02-18,9.7791,134.0,9.7787
2019-02-19,9.739,112.0,9.7697
2019-02-20,9.783,115.0,9.7828
2019-02-21,9.7565,118.0,9.7583
2019-02-22,9.7467,97.0,9.7539
2019-02-25,9.805,133.0,9.7582
2019-02-26,9.8475,112.0,9.8056
2019-02-27,9.8438,179.0,9.8429
2019-02-28,9.8369,134.0,9.8501
2019-03-01,9.8156,126.0,9.8135
2019-03-04,9.7998,108.0,9.8174
2019-03-05,9.8017,108.0,9.8091
2019-03-06,9.82,142.0,9.8045
2019-03-07,9.855,113.0,9.8261
2019-03-11,9.8081,106.0,9.8127
2019-03-12,9.7877,269.0,9.7874
2019-03-13,9.762,175.0,9.7563
2019-03-14,9.741,109.0,9.7297
2019-03-15,9.6557,134.0,9.7328
2019-03-18,9.58,127.0,9.6029
2019-03-19,9.5963,147.0,9.5768
2019-03-20,9.532,170.0,9.5925
2019-03-21,9.52,161.0,9.525
2019-03-22,9.6081,162.0,9.5545
2019-03-25,9.512,144.0,9.5884
2019-03-26,9.5741,145.0,9.5616
2019-03-27,9.6404,129.0,9.6132
2019-03-28,9.644,118.0,9.6342
2019-03-29,9.7511,144.0,9.6355
2019-04-01,9.7,130.0,9.7493
2019-04-02,9.715,169.0,9.735
2019-04-03,9.715,131.0,9.7158
2019-04-04,9.753,196.0,9.7353
2019-04-05,9.7356,139.0,9.7454
2019-04-08,9.666,150.0,9.7098
2019-04-09,9.6645,115.0,9.64
2019-04-10,9.5624,148.0,9.6209
2019-04-11,9.6125,124.0,9.5798
2019-04-12,9.5896,159.0,9.5911
2019-04-15,9.59,132.0,9.5806
2019-04-16,9.5578,198.0,9.5822
2019-04-17,9.56,178.0,9.5629
2019-04-18,9.5399,137.0,9.5502
2019-04-19,9.5605,113.0,9.5391
2019-04-22,9.5004,129.0,9.5043
2019-04-23,9.47,141.0,9.4849
2019-04-24,9.564,135.0,9.5309
2019-04-25,9.58,138.0,9.5945
2019-04-26,9.6279,115.0,9.6038
2019-04-29,9.57,108.0,9.5917
2019-04-30,9.57,131.0,9.5731
2019-05-02,9.69,3.0,9.6908
2019-05-03,0.0,0.0,
2019-05-06,9.6328,112.0,9.614
2019-05-07,9.6071,120.0,9.6146
2019-05-08,9.55,103.0,9.6029
2019-05-10,9.522,16.0,9.5496
2019-05-13,9.456,138.0,9.4722
2019-05-14,9.4,189.0,9.4501
2019-05-15,9.3552,270.0,9.3877
2019-05-16,9.317,146.0,9.3362
2019-05-17,9.312,128.0,9.3104
2019-05-20,9.3041,135.0,9.2947
2019-05-21,9.285,149.0,9.3042
2019-05-22,9.286,131.0,9.2831
2019-05-23,9.34,132.0,9.3121
2019-05-24,9.3189,114.0,9.3313
2019-05-27,9.3233,129.0,9.3265
2019-05-28,9.3479,204.0,9.3232
2019-05-29,9.3877,179.0,9.3894
2019-05-30,9.4078,173.0,9.3938
2019-05-31,9.4298,141.0,9.4367
2019-06-03,9.43,395.0,9.4552
2019-06-04,9.4111,188.0,9.4094
2019-06-05,9.427,146.0,9.4049
2019-06-06,9.415,151.0,9.4155
2019-06-07,9.3494,249.0,9.3679
2019-06-10,9.3262,167.0,9.3201
2019-06-11,9.3212,176.0,9.3115
2019-06-13,9.3023,137.0,9.3209
2019-06-14,9.287,176.0,9.2871
2019-06-17,9.2758,182.0,9.2734
2019-06-18,9.2709,218.0,9.2713
2019-06-19,9.268,154.0,9.2642
2019-06-20,9.179,232.0,9.2334
2019-06-21,9.2,191.0,9.1918
2019-06-24,9.11,204.0,9.1419
2019-06-25,9.1379,180.0,9.1045
2019-06-26,9.1454,261.0,9.1446
2019-06-27,9.1799,145.0,9.1657
2019-06-28,9.21,193.0,9.1718
2019-07-01,9.18,176.0,9.2142
2019-07-02,9.1852,174.0,9.1973
2019-07-03,9.21,138.0,9.2172
2019-07-04,9.2305,154.0,9.2252
2019-07-05,9.251,143.0,9.239
2019-07-08,9.2427,150.0,9.2635
2019-07-09,9.2633,192.0,9.2609
2019-07-10,9.193,194.0,9.2452
2019-07-11,9.1466,207.0,9.1661
2019-07-12,9.1501,158.0,9.1651
2019-07-15,9.1161,183.0,9.1214
2019-07-16,9.1538,232.0,9.1303
2019-07-17,9.1257,202.0,9.1356
2019-07-18,9.13,205.0,9.1407
2019-07-19,9.165,152.0,9.1557
2019-07-22,9.172,202.0,9.1559
2019-07-23,9.18,141.0,9.1788
2019-07-24,9.2009,147.0,9.1738
2019-07-25,9.1946,236.0,9.1805
2019-07-26,9.218,188.0,9.1861
2019-07-29,9.2155,162.0,9.2115
2019-07-30,9.2182,237.0,9.2005
2019-07-31,9.1963,240.0,9.2077
2019-08-01,9.2479,179.0,9.2448
2019-08-02,9.3525,231.0,9.3207
2019-08-05,9.2268,194.0,9.1951
2019-08-06,9.25,215.0,9.227
2019-08-07,9.2525,175.0,9.2048
2019-08-08,9.195,204.0,9.2253
2019-08-09,9.2,127.0,9.2311
2019-08-12,9.2339,217.0,9.2207
2019-08-13,9.2609,143.0,9.2429
2019-08-14,9.3839,173.0,9.2786
2019-08-15,9.37,209.0,9.3753
2019-08-16,9.4301,178.0,9.3704
2019-08-19,9.474,153.0,9.4706
2019-08-20,9.4,193.0,9.4417
2019-08-21,9.3082,208.0,9.3537
2019-08-22,9.2501,223.0,9.2645
2019-08-23,9.25,206.0,9.2611
2019-08-26,9.2259,213.0,9.2175
2019-08-27,9.264,225.0,9.2551
2019-08-28,9.306,196.0,9.3012
2019-08-29,9.3097,201.0,9.3254
2019-08-30,9.3244,166.0,9.3018
2019-09-02,9.282,222.0,9.2947
2019-09-03,9.31,237.0,9.3194
2019-09-04,9.255,213.0,9.2877
2019-09-05,9.285,189.0,9.2457
2019-09-06,9.253,199.0,9.2663
2019-09-09,9.2082,196.0,9.1967
2019-09-10,9.2,177.0,9.215
2019-09-11,9.2142,183.0,9.1982
2019-09-12,9.185,190.0,9.201
2019-09-13,9.128,221.0,9.1434
2019-09-16,9.05,249.0,9.0608
2019-09-17,9.095,252.0,9.0552
2019-09-18,9.0849,211.0,9.0883
2019-09-19,9.01,225.0,9.0431
2019-09-20,8.99,281.0,9.0069
2019-09-23,8.9779,243.0,8.9854
2019-09-24,8.9999,199.0,8.9705
2019-09-25,9.0139,198.0,9.0219
2019-09-26,9.0079,328.0,9.0187
2019-09-27,9.064,310.0,9.0494
2019-09-30,9.0939,274.0,9.0726
2019-10-01,9.1579,209.0,9.1082
2019-10-02,9.1499,373.0,9.1346
2019-10-03,9.138,160.0,9.1352
2019-10-04,9.0999,290.0,9.1098
2019-10-07,9.1001,254.0,9.0981
2019-10-08,9.1,241.0,9.1113
2019-10-09,9.09,270.0,9.1036
2019-10-10,9.0839,223.0,9.0894
2019-10-11,9.0401,277.0,9.0425
2019-10-14,9.0861,259.0,9.0963
2019-10-15,9.0705,259.0,9.0835
2019-10-16,9.0265,266.0,9.0537
2019-10-17,9.0406,285.0,9.0347
2019-10-18,9.018,196.0,9.0309
2019-10-21,9.0102,372.0,9.0159
2019-10-22,9.0019,237.0,9.0008
2019-10-23,9.048,291.0,9.0231
2019-10-24,9.0739,250.0,9.0428
2019-10-25,9.05,283.0,9.045
2019-10-28,9.0299,261.0,9.0276
2019-10-29,9.0321,269.0,9.0507
2019-10-30,9.0681,293.0,9.0484
2019-10-31,9.1039,200.0,9.0731
2019-11-01,9.02,218.0,9.0894
2019-11-05,9.08,263.0,9.0448
2019-11-06,9.128,276.0,9.0956
2019-11-07,9.14,246.0,9.1307
2019-11-08,9.1339,217.0,9.134
2019-11-11,9.1111,292.0,9.1183
2019-11-12,9.1625,318.0,9.1328
2019-11-13,9.1475,279.0,9.1561
2019-11-14,9.1238,231.0,9.1325
2019-11-15,9.105,225.0,9.1101
2019-11-18,9.0842,285.0,9.0988
2019-11-19,9.0818,271.0,9.0795
2019-11-20,9.0739,297.0,9.0937
2019-11-21,9.06,284.0,9.067
2019-11-22,9.0666,271.0,9.0488
2019-11-25,9.1001,284.0,9.0866
2019-11-26,9.1339,271.0,9.1023
2019-11-27,9.1141,211.0,9.1127
2019-11-28,9.12,234.0,9.1212
2019-11-29,9.1441,314.0,9.1294
2019-12-02,9.1081,272.0,9.1414
2019-12-03,9.07,265.0,9.1018
2019-12-04,9.0641,247.0,9.071
2019-12-05,9.055,236.0,9.0678
2019-12-06,9.05,286.0,9.0685
2019-12-09,9.03,239.0,9.06
2019-12-10,9.0378,245.0,9.037
2019-12-11,9.008,307.0,9.031
2019-12-12,9.045,333.0,8.9851
2019-12-13,8.9839,297.0,8.9627
2019-12-16,8.93,276.0,8.9569
2019-12-17,8.92,237.0,8.9463
2019-12-18,8.9421,250.0,8.9404
2019-12-19,8.916,218.0,8.925
2019-12-20,8.89,302.0,8.8854
2019-12-23,8.8839,278.0,8.8884
2019-12-24,8.85,316.0,8.8613
2019-12-25,8.8101,248.0,8.8334
2019-12-26,8.9,379.0,8.8316
2019-12-27,8.8722,309.0,8.8627
2019-12-30,8.868,372.0,8.8631
2020-01-03,8.884,86.0,8.9033
2020-01-06,8.868,89.0,8.898
2020-01-08,8.8761,98.0,8.908
2020-01-09,8.8586,290.0,8.837
2020-01-10,8.844,254.0,8.8537
2020-01-13,8.8901,255.0,8.8519
2020-01-14,8.9242,224.0,8.9184
2020-01-15,8.9259,233.0,8.9203
2020-01-16,8.9719,179.0,8.9481
2020-01-17,8.9621,151.0,8.9578
2020-01-20,8.9759,303.0,8.968
2020-01-21,8.94,196.0,8.9576
2020-01-22,8.9537,259.0,8.9687
2020-01-23,8.9416,197.0,8.9443
2020-01-24,8.968,150.0,8.924
2020-01-27,9.012,98.0,8.9612
2020-01-28,8.9461,162.0,9.0262
2020-01-29,8.99,205.0,8.9915
2020-01-30,9.078,237.0,9.0173
2020-01-31,9.118,316.0,9.0571
2020-02-03,9.0659,146.0,9.0984
2020-02-04,8.9921,226.0,9.0812
2020-02-05,9.028,190.0,8.9976
2020-02-06,9.0641,114.0,9.0435
2020-02-07,9.1275,92.0,9.0996
2020-02-10,9.186,131.0,9.142
2020-02-11,9.0875,148.0,9.1374
2020-02-12,9.0599,129.0,9.0503
2020-02-13,9.08,108.0,9.1074
2020-02-14,9.094,157.0,9.0886
2020-02-17,9.0801,126.0,9.0742
2020-02-18,9.13,142.0,9.1045
2020-02-19,9.06,173.0,9.0938
2020-02-20,9.1205,294.0,9.072
2020-02-21,9.1059,106.0,9.1363
2020-02-25,9.2901,208.0,9.2888
2020-02-26,9.31,407.0,9.3224
2020-02-27,9.401,224.0,9.3683
2020-02-28,9.578,210.0,9.5993
2020-03-02,9.5572,194.0,9.566
2020-03-03,9.486,229.0,9.5141
2020-03-04,9.574,211.0,9.5217
2020-03-05,9.733,165.0,9.5793
2020-03-06,9.8262,175.0,9.7666
2020-03-10,10.278,232.0,10.341
2020-03-11,10.438,151.0,10.2862
2020-03-12,10.6059,208.0,10.6132
2020-03-13,10.3,197.0,10.4145
2020-03-16,10.668,190.0,10.6438
2020-03-17,10.732,204.0,10.6011
2020-03-18,11.53,224.0,11.0929
2020-03-19,11.0699,381.0,11.2406
2020-03-20,11.192,261.0,11.0877
2020-03-23,11.168,439.0,11.317
2020-03-24,11.057,209.0,11.1128
2020-03-25,10.962,294.0,10.9325
2020-03-26,10.98,400.0,11.0168
2020-03-27,11.136,312.0,10.9834
2020-03-30,11.158,311.0,11.2261
2020-03-31,11.053,252.0,11.0376
2020-04-01,11.07,218.0,11.1286
2020-04-02,10.889,686.0,10.992
2020-04-03,10.75,386.0,10.8469
2020-04-06,10.715,378.0,10.7469
2020-04-07,10.723,337.0,10.6951
2020-04-08,10.6,294.0,10.6978
2020-04-09,10.554,436.0,10.5097
2020-04-10,10.4925,395.0,10.4884
2020-04-13,10.428,302.0,10.4341
2020-04-14,10.383,321.0,10.3923
2020-04-15,10.58,439.0,10.4879
2020-04-16,10.468,450.0,10.5299
2020-04-17,10.435,267.0,10.4571
2020-04-20,10.65,404.0,10.5238
2020-04-21,10.888,634.0,10.7981
2020-04-22,10.682,407.0,10.8343
2020-04-23,10.555,332.0,10.5891
2020-04-24,10.529,333.0,10.5332
2020-04-27,10.54,301.0,10.5066
2020-04-28,10.475,271.0,10.4847
2020-04-29,10.339,366.0,10.403
2020-04-30,10.478,318.0,10.3291
2020-05-04,10.5119,164.0,10.5794
2020-05-05,10.396,141.0,10.4164
2020-05-06,10.45,220.0,10.4764
2020-05-07,10.4479,390.0,10.408
2020-05-08,10.362,394.0,10.4053
2020-05-12,10.379,271.0,10.322
2020-05-13,10.419,393.0,10.3545
2020-05-14,10.3519,566.0,10.4061
2020-05-15,10.312,385.0,10.2992
2020-05-18,10.22,568.0,10.2253
2020-05-19,10.19,502.0,10.1715
2020-05-20,10.02,487.0,10.146
2020-05-21,9.959,304.0,9.9727
2020-05-22,10.025,463.0,10.0528
2020-05-25,10.0355,299.0,10.01
2020-05-26,9.9021,442.0,9.9513
2020-05-27,9.89,469.0,9.912
2020-05-28,9.842,422.0,9.909
2020-05-29,9.8551,413.0,9.8702
2020-06-01,9.7069,497.0,9.7581
2020-06-02,9.6632,507.0,9.6832
2020-06-03,9.636,361.0,9.6271
2020-06-04,9.7281,361.0,9.697
2020-06-05,9.72,277.0,9.6865
2020-06-08,9.6783,276.0,9.6551
2020-06-09,9.6926,359.0,9.713
2020-06-10,9.7249,300.0,9.7278
2020-06-11,9.906,319.0,9.7714
2020-06-15,9.854,260.0,9.9158
2020-06-16,9.8329,275.0,9.8424
2020-06-17,9.876,244.0,9.831
2020-06-18,9.8621,318.0,9.8358
2020-06-19,9.804,240.0,9.8287
2020-06-22,9.78,279.0,9.8216
2020-06-23,9.758,347.0,9.7443
2020-06-25,9.764,364.0,9.7942
2020-06-26,9.8436,262.0,9.7834
2020-06-29,9.8958,298.0,9.8926
2020-06-30,10.0849,306.0,10.02
2020-07-02,9.9899,331.0,9.9594
2020-07-03,10.0941,294.0,10.0272
2020-07-06,10.25,339.0,10.2119
2020-07-07,10.1841,289.0,10.2355
2020-07-08,10.1809,280.0,10.1525
2020-07-09,10.1281,239.0,10.1287
2020-07-10,10.09,226.0,10.1526
2020-07-13,10.131,275.0,10.1172
2020-07-14,10.11,216.0,10.1352
2020-07-15,10.1595,225.0,10.1343
2020-07-16,10.233,239.0,10.1765
2020-07-17,10.2867,238.0,10.262
2020-07-20,10.2091,278.0,10.2533
2020-07-21,10.1433,294.0,10.1425
2020-07-22,10.129,464.0,10.1436
2020-07-23,10.1979,283.0,10.1651
2020-07-24,10.2099,196.0,10.2018
2020-07-27,10.233,291.0,10.2118
2020-07-28,10.358,257.0,10.2983
2020-07-29,10.3859,244.0,10.3306
2020-07-30,10.457,344.0,10.4808
2020-07-31,10.638,385.0,10.5695
2020-08-03,10.475,346.0,10.5843
2020-08-04,10.556,255.0,10.5387
2020-08-05,10.5043,262.0,10.5323
2020-08-06,10.5501,272.0,10.5446
2020-08-07,10.588,230.0,10.5798
2020-08-10,10.5461,280.0,10.5727
2020-08-11,10.5405,269.0,10.5056
2020-08-12,10.616,250.0,10.5523
2020-08-13,10.492,315.0,10.5842
2020-08-14,10.49,227.0,10.5496
2020-08-17,10.638,253.0,10.5787
2020-08-18,10.5999,251.0,10.6027
2020-08-19,10.59,328.0,10.6206
2020-08-20,10.692,320.0,10.6792
2020-08-21,10.8089,305.0,10.7832
2020-08-24,10.7939,308.0,10.7584
2020-08-25,10.908,318.0,10.8101
2020-08-26,10.963,451.0,10.9957
2020-08-27,10.868,361.0,10.9272
2020-08-28,10.7989,297.0,10.8485
2020-08-31,10.8041,303.0,10.7795
2020-09-01,10.77,341.0,10.7836
2020-09-02,11.029,323.0,10.8915
2020-09-03,11.001,273.0,11.0179
2020-09-04,11.029,308.0,10.9747
2020-09-07,11.092,324.0,11.089
2020-09-08,11.144,338.0,11.1374
2020-09-09,11.0349,313.0,11.0856
2020-09-10,11.0,378.0,10.9973
2020-09-11,10.9761,280.0,10.9506
2020-09-14,11.0431,277.0,11.007
2020-09-15,11.07,269.0,11.0866
2020-09-16,11.125,303.0,11.0805
2020-09-17,11.131,264.0,11.1088
2020-09-18,11.164,272.0,11.1198
2020-09-21,11.2,375.0,11.2313
2020-09-22,11.218,330.0,11.2109
2020-09-23,11.283,327.0,11.2502
2020-09-24,11.298,306.0,11.2988
2020-09-25,11.465,399.0,11.3045
2020-09-28,11.614,456.0,11.5423
2020-09-29,11.6219,499.0,11.6436
2020-09-30,11.4625,331.0,11.5201
2020-10-01,11.48,250.0,11.4752
2020-10-02,11.594,256.0,11.5951
2020-10-05,11.64,316.0,11.6518
2020-10-06,11.63,289.0,11.6342
2020-10-07,11.601,272.0,11.6124
2020-10-08,11.477,353.0,11.5501
2020-10-09,11.489,357.0,11.5054
2020-10-12,11.437,413.0,11.4466
2020-10-13,11.434,310.0,11.4536
2020-10-14,11.575,308.0,11.4813
2020-10-15,11.64,325.0,11.6081
2020-10-16,11.645,280.0,11.6495
2020-10-19,11.633,332.0,11.6347
2020-10-20,11.62,348.0,11.6593
2020-10-21,11.561,414.0,11.5993
2020-10-22,11.486,757.0,11.5571
2020-10-23,11.425,619.0,11.4638
2020-10-26,11.428,416.0,11.4199
2020-10-27,11.522,458.0,11.4166
2020-10-28,11.786,451.0,11.6055
2020-10-29,11.769,387.0,11.805
2020-10-30,11.88,389.0,11.8383
2020-11-02,12.043,616.0,12.0328
2020-11-03,11.868,465.0,11.9069
2020-11-05,11.666,567.0,11.7547
2020-11-06,11.744,518.0,11.7117
2020-11-09,11.539,1081.0,11.7094
2020-11-10,11.605,749.0,11.5718
2020-11-11,11.652,476.0,11.5401
2020-11-12,11.704,365.0,11.6322
2020-11-13,11.725,331.0,11.6988
2020-11-16,11.604,429.0,11.6617
2020-11-17,11.658,312.0,11.6571
2020-11-18,11.58,533.0,11.6037
2020-11-19,11.588,361.0,11.6088
2020-11-20,11.635,324.0,11.5883
2020-11-23,11.583,530.0,11.564
2020-11-24,11.476,500.0,11.5423
2020-11-25,11.52,394.0,11.5049
2020-11-26,11.526,529.0,11.4985
2020-11-27,11.55,307.0,11.5522
2020-11-30,11.6029,369.0,11.574
2020-12-01,11.587,359.0,11.6147
2020-12-02,11.482,441.0,11.5423
2020-12-03,11.392,602.0,11.4718
2020-12-04,11.3716,1198.0,11.3851
2020-12-07,11.2972,1052.0,11.3687
2020-12-08,11.279,1093.0,11.2886
2020-12-09,11.3142,391.0,11.2775
2020-12-10,11.166,453.0,11.2411
2020-12-11,11.15,546.0,11.1974
2020-12-14,11.3089,441.0,11.1967
2020-12-15,11.2658,301.0,11.2473
2020-12-16,11.2587,312.0,11.2784
2020-12-17,11.196,331.0,11.1984
2020-12-18,11.2517,383.0,11.2715
2020-12-21,11.422,560.0,11.469
2020-12-22,11.6046,423.0,11.5145
2020-12-23,11.508,437.0,11.5542
2020-12-24,11.333,583.0,11.4442
2020-12-25,11.393,465.0,11.3738
2020-12-28,11.2956,583.0,11.3068
2020-12-29,11.372,555.0,11.2999
2020-12-30,11.448,396.0,11.3811
2021-01-04,11.502,335.0,11.4212
2021-01-05,11.51,358.0,11.5797
2021-01-06,11.464,286.0,11.4478
2021-01-08,11.468,283.0,11.4842
2021-01-11,11.53,418.0,11.5182
2021-01-12,11.41,461.0,11.4843
2021-01-13,11.394,366.0,11.417
2021-01-14,11.335,369.0,11.3735
2021-01-15,11.347,348.0,11.3573
2021-01-18,11.3915,291.0,11.3989
2021-01-19,11.374,285.0,11.3793
2021-01-20,11.381,276.0,11.3603
2021-01-21,11.4235,359.0,11.3819
2021-01-22,11.581,491.0,11.4975
2021-01-25,11.6205,531.0,11.5783
2021-01-26,11.605,505.0,11.6561
2021-01-27,11.683,489.0,11.6054
2021-01-28,11.749,952.0,11.7331
2021-01-29,11.75,727.0,11.7815
