date,S1_long_thr2,S1_long_thr3,S1_long_thr5,S1_long_thr7,S1_long_thr10,S2_ls_thr3,S2_ls_thr5,S2_ls_thr7,S2_ls_thr10,S3_prop_sc5,S3_prop_sc10,S3_prop_sc15,S4_long_thr3_rate_filter,BH_buy_hold,RF_ofz
2023-04-24,1.8850723318297486,1.8850723318297486,1.8212446985035817,1.8211776981243109,1.8002359648221584,1.0878073112918845,1.1244512216891442,1.2793029993159448,1.2160711890761084,1.0708582852918687,1.1612252250013755,1.2118775398723838,2.2155340398163346,2.0527293482507774,2.0640052528138604
2023-04-25,1.885764310418519,1.885764310418519,1.8219132470335222,1.8218462220595304,1.8008968013966267,1.088206627198978,1.1248639889641114,1.2797726100938067,1.2165175885118502,1.0702158546974612,1.161090036381316,1.2119317695385472,2.2163473253822823,2.046054198269746,2.064762914691307
2023-04-26,1.8801336866451677,1.8864544953526097,1.8225800626410589,1.8225130131360974,1.8015559250385944,1.0886049080525932,1.125275686318757,1.2802410036091938,1.216962830850465,1.069264505014904,1.160786449029985,1.2118683703093678,2.2171585028577705,2.040967998809287,2.0655186126586065
2023-04-27,1.8986815244365058,1.8871442499626188,1.8232464624950784,1.8231793884744418,1.8022146377229162,1.0890029405816881,1.125687126983815,1.2807091050854487,1.2174077955844973,1.0750286711392383,1.1641274316005616,1.214341408892292,2.2179691745714187,2.0611024943763416,2.066273839455039
2023-04-28,1.898423658869232,1.8878315234317795,1.8239104652184732,1.823843366770348,1.802870980928405,1.0893995413338111,1.126097087641018,1.2811755227372288,1.2178511597200536,1.0734487760793057,1.163483992995882,1.2140413627151256,2.2187769301890032,2.0523476885669147,2.067026349598292
2023-05-02,1.858258677514779,1.8885156278802644,1.8245714062226928,1.824504283459714,1.8035242977327857,1.0897943133583026,1.1265051579680143,1.2816397897353777,1.2182924795018328,1.0612913427845798,1.157106234902166,1.209751413412505,2.2195809612422503,2.009952307765569,2.0677753899143076
2023-05-03,1.8236284455832281,1.8523772741144535,1.789656679558202,1.8251641173823083,1.8041765442211362,1.0689401716998,1.1049485230550413,1.282103296134064,1.2187330762781212,1.0412755385140173,1.145741700785652,1.201976189755913,2.1771073905685125,1.9724951359350216,2.068523203092353
2023-05-04,1.8179323521214157,1.8465913838441805,1.7840666967215064,1.8185506451993514,1.8048296803923094,1.065601342928054,1.101497222395054,1.2774576018625696,1.2191742740409854,1.0380231200725085,1.1431699477496904,1.2003225815966907,2.170307207558034,1.9663340581812345,2.069272036308913
2023-05-05,1.827819502972324,1.856634401974503,1.7937696631371616,1.8284411587479554,1.8054830530075598,1.071396806775851,1.1074879124154873,1.2844052839369415,1.219615631523373,1.043668594813585,1.1478424170749388,1.203738138452433,2.182110812202013,1.9770283183025363,2.0700211406131674
2023-05-08,1.8201503000180508,1.8488442968697738,1.7862433272065916,1.8281901834561904,1.8061379705153155,1.066901417848026,1.1028410916785891,1.2842289840383432,1.2200580325907697,1.0392895484922111,1.1446648516455489,1.2016621515329846,2.172955066429371,1.968733061908373,2.0707720161664738
