date,usdrub
2018-12-10,66.6425
2018-12-11,66.3525
2018-12-12,66.3825
2018-12-13,66.235
2018-12-14,66.76
2018-12-17,66.78
2018-12-18,67.2825
2018-12-19,67.46
2018-12-20,68.2925
2018-12-21,68.84
2018-12-24,68.5825
2018-12-25,68.665
2018-12-26,68.695
2018-12-27,69.56
2018-12-28,69.5175
2018-12-29,69.8175
2019-01-03,68.64
2019-01-04,67.74
2019-01-08,66.885
2019-01-09,66.745
2019-01-10,66.91
2019-01-11,66.875
2019-01-14,67.075
2019-01-15,66.96
2019-01-16,66.3675
2019-01-17,66.37
2019-01-18,66.275
2019-01-21,66.39
2019-01-22,66.535
2019-01-23,66.0725
2019-01-24,65.7775
2019-01-25,66.0
2019-01-28,66.26
2019-01-29,66.05
2019-01-30,65.505
2019-01-31,65.4
2019-02-01,65.505
2019-02-04,65.59
2019-02-05,65.62
2019-02-06,65.87
2019-02-07,65.9075
2019-02-08,65.81
2019-02-11,65.85
2019-02-12,65.885
2019-02-13,66.515
2019-02-14,66.645
2019-02-15,66.3
2019-02-18,66.28
2019-02-19,65.7625
2019-02-20,65.6325
2019-02-21,65.57
2019-02-22,65.3925
2019-02-25,65.49
2019-02-26,65.7
2019-02-27,65.79
2019-02-28,65.905
2019-03-01,65.94
2019-03-04,65.74
2019-03-05,65.75
2019-03-06,65.98
2019-03-07,66.2825
2019-03-11,65.97
2019-03-12,65.635
2019-03-13,65.4
2019-03-14,65.5125
2019-03-15,64.815
2019-03-18,64.365
2019-03-19,64.39
2019-03-20,63.8675
2019-03-21,63.87
2019-03-22,64.66
2019-03-25,64.085
2019-03-26,64.4
2019-03-27,64.835
2019-03-28,64.94
2019-03-29,65.6375
2019-04-01,65.1725
2019-04-02,65.2975
2019-04-03,65.24
2019-04-04,65.475
2019-04-05,65.34
2019-04-08,64.8775
2019-04-09,64.92
2019-04-10,64.2925
2019-04-11,64.61
2019-04-12,64.35
2019-04-15,64.26
2019-04-16,64.09
2019-04-17,63.845
2019-04-18,63.8925
2019-04-19,64.05
2019-04-22,63.82
2019-04-23,63.6875
2019-04-24,64.3225
2019-04-25,64.655
2019-04-26,64.735
2019-04-29,64.4575
2019-04-30,64.6225
2019-05-02,65.4375
2019-05-03,65.0775
2019-05-06,65.2275
2019-05-07,65.4075
2019-05-08,65.0725
2019-05-10,65.075
2019-05-13,65.43
2019-05-14,64.97
2019-05-15,64.65
2019-05-16,64.65
2019-05-17,64.7775
2019-05-20,64.525
2019-05-21,64.41
2019-05-22,64.39
2019-05-23,64.855
2019-05-24,64.4725
2019-05-27,64.4575
2019-05-28,64.715
2019-05-29,64.97
2019-05-30,65.17
2019-05-31,65.43
2019-06-03,65.34
2019-06-04,65.165
2019-06-05,65.395
2019-06-06,65.085
2019-06-07,64.805
2019-06-10,64.78
2019-06-11,64.5575
2019-06-13,64.58
2019-06-14,64.38
2019-06-17,64.32
2019-06-18,64.02
2019-06-19,63.785
2019-06-20,62.89
2019-06-21,63.025
2019-06-24,62.6
2019-06-25,62.835
2019-06-26,63.0725
2019-06-27,63.0725
2019-06-28,63.24
2019-07-01,62.96
2019-07-02,63.32
2019-07-03,63.32
2019-07-04,63.48
2019-07-05,63.8025
2019-07-08,63.695
2019-07-09,63.915
2019-07-10,63.18
2019-07-11,62.815
2019-07-12,62.9775
2019-07-15,62.67
2019-07-16,63.045
2019-07-17,62.935
2019-07-18,62.8075
2019-07-19,63.055
2019-07-22,63.095
2019-07-23,63.16
2019-07-24,63.2975
2019-07-25,63.2375
2019-07-26,63.3675
2019-07-29,63.4325
2019-07-30,63.5075
2019-07-31,63.625
2019-08-01,64.355
2019-08-02,65.2725
2019-08-05,65.53
2019-08-06,65.2725
2019-08-07,65.3325
2019-08-08,65.045
2019-08-09,65.2825
2019-08-12,65.405
2019-08-13,64.93
2019-08-14,66.015
2019-08-15,66.0575
2019-08-16,66.52
2019-08-19,66.89
2019-08-20,66.565
2019-08-21,65.75
2019-08-22,65.6
2019-08-23,65.985
2019-08-26,66.07
2019-08-27,66.4425
2019-08-28,66.8
2019-08-29,66.59
2019-08-30,66.79
2019-09-02,66.79
2019-09-03,66.7575
2019-09-04,66.2225
2019-09-05,66.215
2019-09-06,65.73
2019-09-09,65.55
2019-09-10,65.42
2019-09-11,65.5
2019-09-12,64.7
2019-09-13,64.3375
2019-09-16,64.045
2019-09-17,64.36
2019-09-18,64.15
2019-09-19,64.005
2019-09-20,64.01
2019-09-23,63.835
2019-09-24,63.985
2019-09-25,64.145
2019-09-26,64.21
2019-09-27,64.6975
2019-09-30,64.865
2019-10-01,65.265
2019-10-02,65.195
2019-10-03,65.1275
2019-10-04,64.615
2019-10-07,64.975
2019-10-08,65.2
2019-10-09,64.8875
2019-10-10,64.4575
2019-10-11,64.205
2019-10-14,64.295
2019-10-15,64.275
2019-10-16,64.075
2019-10-17,64.115
2019-10-18,63.76
2019-10-21,63.73
2019-10-22,63.735
2019-10-23,63.95
2019-10-24,64.07
2019-10-25,63.8525
2019-10-28,63.75
2019-10-29,63.95
2019-10-30,63.835
2019-10-31,64.13
2019-11-01,63.54
2019-11-05,63.4925
2019-11-06,63.8725
2019-11-07,63.52
2019-11-08,63.8
2019-11-11,63.89
2019-11-12,64.23
2019-11-13,64.35
2019-11-14,63.98
2019-11-15,63.7675
2019-11-18,63.8225
2019-11-19,63.82
2019-11-20,63.89
2019-11-21,63.72
2019-11-22,63.87
2019-11-25,63.94
2019-11-26,63.95
2019-11-27,63.96
2019-11-28,64.07
2019-11-29,64.3175
2019-12-02,64.175
2019-12-03,64.145
2019-12-04,63.95
2019-12-05,63.7225
2019-12-06,63.755
2019-12-09,63.59
2019-12-10,63.4925
2019-12-11,63.27
2019-12-12,62.8425
2019-12-13,62.8975
2019-12-16,62.445
2019-12-17,62.415
2019-12-18,62.665
2019-12-19,62.405
2019-12-20,62.2525
2019-12-23,62.265
2019-12-24,61.9675
2019-12-25,61.85
2019-12-26,62.215
2019-12-27,62.0325
2019-12-30,61.985
2020-01-03,62.1
2020-01-06,61.82
2020-01-08,61.2475
2020-01-09,61.2925
2020-01-10,61.06
2020-01-13,61.2725
2020-01-14,61.445
2020-01-15,61.4175
2020-01-16,61.6625
2020-01-17,61.555
2020-01-20,61.5475
2020-01-21,61.8825
2020-01-22,61.8425
2020-01-23,61.905
2020-01-24,62.07
2020-01-27,62.97
2020-01-28,62.2925
2020-01-29,62.54
2020-01-30,63.26
2020-01-31,63.915
2020-02-03,63.725
2020-02-04,63.105
2020-02-05,62.87
2020-02-06,63.355
2020-02-07,64.125
2020-02-10,64.13
2020-02-11,63.3725
2020-02-12,63.2125
2020-02-13,63.6325
2020-02-14,63.5625
2020-02-17,63.4675
2020-02-18,63.81
2020-02-19,63.575
2020-02-20,64.2
2020-02-21,64.0725
2020-02-25,65.385
2020-02-26,65.47
2020-02-27,66.015
2020-02-28,66.8775
2020-03-02,66.4425
2020-03-03,66.04
2020-03-04,66.26
2020-03-05,67.62
2020-03-06,68.5725
2020-03-10,71.4
2020-03-11,72.95
2020-03-12,74.85
2020-03-13,72.5975
2020-03-16,74.6525
2020-03-17,75.4425
2020-03-18,80.87
2020-03-19,79.125
2020-03-20,79.9325
2020-03-23,79.6
2020-03-24,78.28
2020-03-25,78.25
2020-03-26,77.4675
2020-03-27,78.82
2020-03-30,79.32
2020-03-31,78.3725
2020-04-01,78.79
2020-04-02,77.25
2020-04-03,76.4925
2020-04-06,76.02
2020-04-07,75.54
2020-04-08,74.9725
2020-04-09,74.3
2020-04-10,73.75
2020-04-13,73.61
2020-04-14,73.0025
2020-04-15,74.8125
2020-04-16,74.15
2020-04-17,73.99
2020-04-20,75.55
2020-04-21,77.08
2020-04-22,75.9025
2020-04-23,74.77
2020-04-24,74.545
2020-04-27,74.495
2020-04-28,74.1425
2020-04-29,73.01
2020-04-30,74.395
2020-05-04,74.845
2020-05-05,73.75
2020-05-06,74.58
2020-05-07,74.1
2020-05-08,73.4
2020-05-12,73.71
2020-05-13,73.94
2020-05-14,73.48
2020-05-15,73.58
2020-05-18,72.6775
2020-05-19,72.465
2020-05-20,71.09
2020-05-21,70.9675
2020-05-22,71.64
2020-05-25,71.65
2020-05-26,70.78
2020-05-27,71.01
2020-05-28,70.485
2020-05-29,70.1425
2020-06-01,69.12
2020-06-02,68.73
2020-06-03,68.665
2020-06-04,69.1525
2020-06-05,68.7
2020-06-08,68.2
2020-06-09,68.585
2020-06-10,68.5
2020-06-11,70.2
2020-06-15,69.5775
2020-06-16,69.6175
2020-06-17,69.74
2020-06-18,69.8625
2020-06-19,69.4375
2020-06-22,69.02
2020-06-23,68.8625
2020-06-25,69.02
2020-06-26,69.8
2020-06-29,69.99
2020-06-30,71.2775
2020-07-02,70.5525
2020-07-03,71.37
2020-07-06,71.8275
2020-07-07,71.4725
2020-07-08,71.11
2020-07-09,70.915
2020-07-10,70.7275
2020-07-13,70.97
2020-07-14,70.865
2020-07-15,70.99
2020-07-16,71.53
2020-07-17,71.8725
2020-07-20,71.3325
2020-07-21,70.705
2020-07-22,71.0575
2020-07-23,71.47
2020-07-24,71.735
2020-07-27,71.5725
2020-07-28,72.59
2020-07-29,72.57
2020-07-30,73.17
2020-07-31,74.42
2020-08-03,73.1125
2020-08-04,73.56
2020-08-05,72.88
2020-08-06,73.2825
2020-08-07,73.7275
2020-08-10,73.4725
2020-08-11,73.11
2020-08-12,73.7125
2020-08-13,72.9425
2020-08-14,72.875
2020-08-17,73.735
2020-08-18,73.16
2020-08-19,73.3025
2020-08-20,73.79
2020-08-21,74.8
2020-08-24,74.6675
2020-08-25,75.3275
2020-08-26,75.3775
2020-08-27,74.965
2020-08-28,74.0125
2020-08-31,74.075
2020-09-01,73.5775
2020-09-02,75.41
2020-09-03,75.28
2020-09-04,75.4325
2020-09-07,75.77
2020-09-08,76.28
2020-09-09,75.325
2020-09-10,75.2525
2020-09-11,75.05
2020-09-14,75.2725
2020-09-15,74.99
2020-09-16,74.97
2020-09-17,75.17
2020-09-18,75.745
2020-09-21,76.13
2020-09-22,76.1075
2020-09-23,77.0825
2020-09-24,77.14
2020-09-25,78.2075
2020-09-28,79.08
2020-09-29,79.0775
2020-09-30,77.63
2020-10-01,77.365
2020-10-02,78.2025
2020-10-05,78.105
2020-10-06,78.465
2020-10-07,78.0225
2020-10-08,77.3575
2020-10-09,76.7675
2020-10-12,77.105
2020-10-13,77.05
2020-10-14,77.64
2020-10-15,78.075
2020-10-16,77.9375
2020-10-19,77.665
2020-10-20,77.34
2020-10-21,76.725
2020-10-22,76.5825
2020-10-23,76.125
2020-10-26,76.38
2020-10-27,77.31
2020-10-28,79.23
2020-10-29,78.875
2020-10-30,79.53
2020-11-02,80.55
2020-11-03,79.345
2020-11-05,77.0
2020-11-06,77.41
2020-11-09,76.28
2020-11-10,76.55
2020-11-11,77.1325
2020-11-12,77.37
2020-11-13,77.3875
2020-11-16,76.16
2020-11-17,76.22
2020-11-18,76.06
2020-11-19,76.05
2020-11-20,76.2
2020-11-23,76.175
2020-11-24,75.48
2020-11-25,75.5625
2020-11-26,75.715
2020-11-27,75.8525
2020-11-30,76.39
2020-12-01,75.8475
2020-12-02,75.07
2020-12-03,74.45
2020-12-04,74.05
2020-12-07,73.64
2020-12-08,73.505
2020-12-09,73.86
2020-12-10,73.0475
2020-12-11,72.945
2020-12-14,73.87
2020-12-15,73.3925
2020-12-16,73.3475
2020-12-17,72.8325
2020-12-18,73.3475
2020-12-21,74.8
2020-12-22,75.91
2020-12-23,75.08
2020-12-24,73.895
2020-12-25,74.17
2020-12-28,73.77
2020-12-29,74.0375
2020-12-30,74.415
2021-01-04,74.33
2021-01-05,74.04
2021-01-06,73.9225
2021-01-08,74.155
2021-01-11,74.66
2021-01-12,73.54
2021-01-13,73.7475
2021-01-14,73.21
2021-01-15,73.645
2021-01-18,73.995
2021-01-19,73.68
2021-01-20,73.52
2021-01-21,73.845
2021-01-22,75.3
2021-01-25,75.3675
2021-01-26,75.085
2021-01-27,75.85
2021-01-28,75.9575
2021-01-29,75.755
2021-02-01,76.1475
2021-02-02,76.225
2021-02-03,75.9275
2021-02-04,75.505
2021-02-05,74.645
2021-02-08,74.3
2021-02-09,73.8875
2021-02-10,73.945
2021-02-11,73.605
2021-02-12,73.7175
2021-02-15,73.325
2021-02-16,73.64
2021-02-17,73.71
2021-02-18,73.91
2021-02-19,74.125
2021-02-20,74.08
2021-02-22,74.3
2021-02-24,73.54
2021-02-25,74.75
2021-02-26,74.63
2021-03-01,74.165
2021-03-02,73.81
2021-03-03,73.97
2021-03-04,74.7
2021-03-05,74.2025
2021-03-09,73.915
2021-03-10,73.6025
2021-03-11,73.3
2021-03-12,73.33
2021-03-15,72.805
2021-03-16,72.85
2021-03-17,73.64
2021-03-18,74.3025
2021-03-19,74.115
2021-03-22,74.94
2021-03-23,76.39
2021-03-24,76.5775
2021-03-25,76.21
2021-03-26,75.655
2021-03-29,75.68
2021-03-30,75.85
2021-03-31,75.69
2021-04-01,76.2575
2021-04-02,76.5525
2021-04-05,76.39
2021-04-06,77.265
2021-04-07,76.98
2021-04-08,76.855
2021-04-09,77.395
2021-04-12,77.385
2021-04-13,75.94
2021-04-14,75.87
2021-04-15,76.325
2021-04-16,75.8175
2021-04-19,76.35
2021-04-20,76.83
2021-04-21,76.6
2021-04-22,75.4175
2021-04-23,74.98
2021-04-26,74.97
2021-04-27,74.89
2021-04-28,74.4125
2021-04-29,74.635
2021-04-30,75.21
2021-05-04,74.8425
2021-05-05,74.86
2021-05-06,74.23
2021-05-07,73.785
2021-05-10,74.35
2021-05-11,74.11
2021-05-12,74.63
2021-05-13,74.0775
2021-05-14,74.0125
2021-05-17,73.8
2021-05-18,73.7
2021-05-19,73.79
2021-05-20,73.53
2021-05-21,73.5975
2021-05-24,73.4925
2021-05-25,73.5
2021-05-26,73.51
2021-05-27,73.465
2021-05-28,73.15
2021-05-31,73.43
2021-06-01,73.5075
2021-06-02,73.16
2021-06-03,73.24
2021-06-04,72.795
2021-06-07,72.81
2021-06-08,72.3
2021-06-09,72.305
2021-06-10,71.77
2021-06-11,72.13
2021-06-14,72.1025
2021-06-15,72.18
2021-06-16,72.5625
2021-06-17,72.3225
2021-06-18,72.85
2021-06-21,73.1325
2021-06-22,72.875
2021-06-23,72.6075
2021-06-24,72.305
2021-06-25,72.2025
2021-06-28,72.1175
2021-06-29,72.76
2021-06-30,73.135
2021-07-01,73.4
2021-07-02,73.24
2021-07-05,73.46
2021-07-06,74.4225
2021-07-07,74.7125
2021-07-08,74.7375
2021-07-09,74.36
2021-07-12,74.44
2021-07-13,74.295
2021-07-14,74.075
2021-07-15,74.365
2021-07-16,74.0725
2021-07-19,74.65
2021-07-20,74.37
2021-07-21,74.015
2021-07-22,73.7
2021-07-23,73.76
2021-07-26,73.65
2021-07-27,73.7325
2021-07-28,73.4775
2021-07-29,73.1525
2021-07-30,73.16
2021-08-02,73.0575
2021-08-03,72.94
2021-08-04,73.17
2021-08-05,73.07
2021-08-06,73.49
2021-08-09,73.665
2021-08-10,73.9175
2021-08-11,73.365
2021-08-12,73.5925
2021-08-13,73.21
2021-08-16,73.2375
2021-08-17,73.57
2021-08-18,73.82
2021-08-19,74.2
2021-08-20,74.26
2021-08-23,74.1225
2021-08-24,73.73
2021-08-25,73.9325
2021-08-26,74.23
2021-08-27,73.53
2021-08-30,73.5
2021-08-31,73.2175
2021-09-01,72.98
2021-09-02,72.87
2021-09-03,72.7225
2021-09-06,72.99
2021-09-07,73.2725
2021-09-08,73.1475
2021-09-09,72.975
2021-09-10,73.175
2021-09-13,72.655
2021-09-14,72.9
2021-09-15,72.275
2021-09-16,72.5
2021-09-17,72.8525
2021-09-20,73.425
2021-09-21,73.085
2021-09-22,72.9725
2021-09-23,72.8425
2021-09-24,72.7225
2021-09-27,72.53
2021-09-28,72.795
2021-09-29,72.84
2021-09-30,72.735
2021-10-01,72.73
2021-10-04,72.51
2021-10-05,72.37
2021-10-06,72.39
2021-10-07,71.7
2021-10-08,71.875
2021-10-11,71.865
2021-10-12,71.805
2021-10-13,71.97
2021-10-14,71.345
2021-10-15,71.025
2021-10-18,71.2875
2021-10-19,70.8525
2021-10-20,70.8025
2021-10-21,71.095
2021-10-22,70.3375
2021-10-25,69.71
2021-10-26,69.5025
2021-10-27,70.6425
2021-10-28,70.2025
2021-10-29,70.955
2021-11-01,71.56
2021-11-02,71.5025
2021-11-03,71.73
2021-11-05,71.255
2021-11-08,71.2025
2021-11-09,70.755
2021-11-10,71.3
2021-11-11,71.63
2021-11-12,72.8875
2021-11-15,72.5
2021-11-16,73.13
2021-11-17,72.5
2021-11-18,73.05
2021-11-19,73.445
2021-11-22,74.82
2021-11-23,74.27
2021-11-24,74.99
2021-11-25,74.68
2021-11-26,75.605
2021-11-29,74.6
2021-11-30,74.065
2021-12-01,74.2775
2021-12-02,73.64
2021-12-03,73.8325
2021-12-06,74.31
2021-12-07,74.06
2021-12-08,73.5875
2021-12-09,73.685
2021-12-10,73.3725
2021-12-13,73.4975
2021-12-14,73.8
2021-12-15,73.71
2021-12-16,73.7525
2021-12-17,74.13
2021-12-20,74.145
2021-12-21,73.9525
2021-12-22,73.74
2021-12-23,73.3
2021-12-24,73.65
2021-12-27,73.4325
2021-12-28,73.7175
2021-12-29,73.9925
2021-12-30,74.68
2022-01-03,74.5425
2022-01-04,75.3625
2022-01-05,76.8
2022-01-06,76.3175
2022-01-07,75.75
2022-01-10,75.0
2022-01-11,74.45
2022-01-12,74.7075
2022-01-13,76.2575
2022-01-14,76.21
2022-01-17,76.0925
2022-01-18,76.91
2022-01-19,76.1775
2022-01-20,76.6825
2022-01-21,77.425
2022-01-24,78.7625
2022-01-25,78.6325
2022-01-26,79.4175
2022-01-27,77.96
2022-01-28,77.8
2022-01-31,77.315
2022-02-01,76.805
2022-02-02,76.04
2022-02-03,76.4475
2022-02-04,75.83
2022-02-07,75.475
2022-02-08,75.0075
2022-02-09,74.74
2022-02-10,75.01
2022-02-11,77.1675
2022-02-14,76.76
2022-02-15,75.3125
2022-02-16,75.2525
2022-02-17,76.2825
2022-02-18,77.3
2022-02-21,79.78
2022-02-22,78.8
2022-02-23,81.16
2022-02-24,85.25
2022-02-25,83.0
2022-02-28,94.6025
2022-03-01,101.2325
2022-03-02,106.02
2022-03-03,106.01
2022-03-04,105.0
2022-03-09,120.0
2022-03-10,118.5
2022-03-11,114.2525
2022-03-14,114.1025
2022-03-15,110.1
2022-03-16,108.0
2022-03-17,103.15
2022-03-18,104.82
2022-03-21,104.0
2022-03-22,103.55
2022-03-23,97.7375
2022-03-24,97.0
2022-03-25,96.0
2022-03-28,89.75
2022-03-29,85.25
2022-03-30,84.55
2022-03-31,83.2
2022-04-01,83.95
2022-04-04,84.0
2022-04-05,83.3125
2022-04-06,79.7
2022-04-07,75.75
2022-04-08,76.08
2022-04-11,79.065
2022-04-12,79.68
2022-04-13,79.8675
2022-04-14,80.8975
2022-04-15,79.995
2022-04-18,79.75
2022-04-19,78.515
2022-04-20,76.4125
2022-04-21,74.785
2022-04-22,75.45
2022-04-25,73.125
2022-04-26,73.525
2022-04-27,72.78
2022-04-28,72.08
2022-04-29,70.96
2022-05-04,66.3
2022-05-05,67.0
2022-05-06,69.4025
2022-05-11,67.2
2022-05-12,63.3
2022-05-13,64.545
2022-05-16,63.4
2022-05-17,63.6
2022-05-18,63.445
2022-05-19,61.905
2022-05-20,60.2325
2022-05-23,57.8675
2022-05-24,56.8
2022-05-25,59.33
2022-05-26,65.26
2022-05-27,66.7
2022-05-30,62.25
2022-05-31,61.5
2022-06-01,61.28
2022-06-02,61.65
2022-06-03,60.95
2022-06-06,61.0175
2022-06-07,61.0425
2022-06-08,59.4
2022-06-09,59.35
2022-06-10,56.8
2022-06-14,56.6
2022-06-15,56.96
2022-06-16,56.5
2022-06-17,56.41
2022-06-20,55.63
2022-06-21,53.775
2022-06-22,53.15
2022-06-23,53.465
2022-06-24,53.4
2022-06-27,53.385
2022-06-28,51.8
2022-06-29,53.2375
2022-06-30,51.45
2022-07-01,54.5
2022-07-04,55.24
2022-07-05,61.15
2022-07-06,63.35
2022-07-07,61.95
2022-07-08,60.92
2022-07-11,58.9
2022-07-12,58.94
2022-07-13,58.27
2022-07-14,58.3
2022-07-15,57.165
2022-07-18,56.34
2022-07-19,55.4525
2022-07-20,55.02
2022-07-21,56.6475
2022-07-22,57.29
2022-07-25,58.11
2022-07-26,60.55
2022-07-27,59.88
2022-07-28,60.82
2022-07-29,61.62
2022-08-01,60.17
2022-08-02,60.295
2022-08-03,60.58
2022-08-04,60.35
2022-08-05,60.58
2022-08-08,60.755
2022-08-09,60.1475
2022-08-10,60.665
2022-08-11,60.67
2022-08-12,60.605
2022-08-15,61.225
2022-08-16,60.9
2022-08-17,60.75
2022-08-18,59.5325
2022-08-19,59.1
2022-08-22,59.87
2022-08-23,59.89
2022-08-24,59.8875
2022-08-25,60.145
2022-08-26,60.5
2022-08-29,60.3975
2022-08-30,59.94
2022-08-31,60.23
2022-09-01,60.31
2022-09-02,60.58
2022-09-05,60.87
2022-09-06,61.235
2022-09-07,60.79
2022-09-08,60.73
2022-09-09,60.6
2022-09-12,60.24
2022-09-13,59.9
2022-09-14,59.885
2022-09-15,59.8
2022-09-16,60.275
2022-09-19,60.16
2022-09-20,60.6
2022-09-21,60.69
2022-09-22,58.84
2022-09-23,57.92
2022-09-26,58.395
2022-09-27,58.4575
2022-09-28,57.54
2022-09-29,57.21
2022-09-30,58.45
2022-10-03,58.86
2022-10-04,58.95
2022-10-05,60.1725
2022-10-06,60.9025
2022-10-07,61.0025
2022-10-10,62.69
2022-10-11,63.66
2022-10-12,64.42
2022-10-13,63.63
2022-10-14,62.1075
2022-10-17,61.65
2022-10-18,61.575
2022-10-19,61.735
2022-10-20,61.4
2022-10-21,61.29
2022-10-24,61.185
2022-10-25,61.4875
2022-10-26,61.75
2022-10-27,61.725
2022-10-28,61.52
2022-10-31,61.4775
2022-11-01,61.2375
2022-11-02,61.8
2022-11-03,62.1
2022-11-07,61.0
2022-11-08,60.9925
2022-11-09,61.31
2022-11-10,60.53
2022-11-11,60.5375
2022-11-14,60.55
2022-11-15,60.4
2022-11-16,60.35
2022-11-17,60.53
2022-11-18,60.4025
2022-11-21,60.85
2022-11-22,60.6825
2022-11-23,60.7
2022-11-24,60.6725
2022-11-25,60.5025
2022-11-28,61.2275
2022-11-29,61.0225
2022-11-30,60.99
2022-12-01,61.49
2022-12-02,62.0
2022-12-05,62.35
2022-12-06,63.085
2022-12-07,62.75
2022-12-08,62.7725
2022-12-09,62.43
2022-12-12,62.8
2022-12-13,62.85
2022-12-14,63.995
2022-12-15,64.3525
2022-12-16,64.65
2022-12-19,67.72
2022-12-20,68.875
2022-12-21,70.995
2022-12-22,68.95
2022-12-23,70.2
2022-12-26,69.29
2022-12-27,70.4
2022-12-28,72.19
2022-12-29,72.175
2022-12-30,69.9
2023-01-03,71.1375
2023-01-04,72.0
2023-01-05,72.18
2023-01-06,72.1225
2023-01-09,69.99
2023-01-10,69.8
2023-01-11,68.7325
2023-01-12,67.7575
2023-01-13,68.7875
2023-01-16,68.43
2023-01-17,69.15
2023-01-18,68.7475
2023-01-19,68.8
2023-01-20,68.83
2023-01-23,68.925
2023-01-24,69.0
2023-01-25,69.305
2023-01-26,69.265
2023-01-27,69.46
2023-01-30,70.405
2023-01-31,69.82
2023-02-01,70.1975
2023-02-02,70.455
2023-02-03,70.6
2023-02-06,70.95
2023-02-07,71.15
2023-02-08,72.3025
2023-02-09,73.0
2023-02-10,73.39
2023-02-13,73.825
2023-02-14,73.8
2023-02-15,74.5725
2023-02-16,74.855
2023-02-17,74.29
2023-02-20,74.5
2023-02-21,75.0475
2023-02-22,75.0
2023-02-24,76.13
2023-02-27,74.6025
2023-02-28,74.97
2023-03-01,75.15
2023-03-02,75.3175
2023-03-03,75.6325
2023-03-06,75.445
2023-03-07,76.0225
2023-03-09,75.845
2023-03-10,76.1
2023-03-13,75.0
2023-03-14,75.32
2023-03-15,75.985
2023-03-16,76.4
2023-03-17,77.06
2023-03-20,77.17
2023-03-21,76.66
2023-03-22,77.0575
2023-03-23,76.0
2023-03-24,77.075
2023-03-27,76.68
2023-03-28,76.9
2023-03-29,77.155
2023-03-30,77.08
2023-03-31,77.5975
2023-04-03,78.74
2023-04-04,79.52
2023-04-05,79.835
2023-04-06,81.375
2023-04-07,81.1275
2023-04-10,81.6125
2023-04-11,81.965
2023-04-12,81.95
2023-04-13,81.4
2023-04-14,81.79
2023-04-17,81.4025
2023-04-18,81.45
2023-04-19,81.8975
2023-04-20,81.555
2023-04-21,81.7
2023-04-24,81.33
2023-04-25,81.6175
2023-04-26,81.6175
2023-04-27,81.3325
2023-04-28,80.25
2023-05-02,79.62
2023-05-03,79.205
2023-05-04,78.05
2023-05-05,77.38
2023-05-08,78.1875
2023-05-10,76.0575
2023-05-11,76.9
2023-05-12,77.92
2023-05-15,79.1525
2023-05-16,80.395
2023-05-17,79.8625
2023-05-18,80.2225
2023-05-19,80.0
2023-05-22,80.15
2023-05-23,80.135
2023-05-24,80.1475
2023-05-25,80.1675
2023-05-26,80.06
2023-05-29,80.83
2023-05-30,81.15
2023-05-31,81.1025
2023-06-01,80.7575
2023-06-02,81.5
2023-06-05,80.9525
2023-06-06,81.4025
2023-06-07,81.98
2023-06-08,82.5975
2023-06-09,82.635
2023-06-13,84.3
2023-06-14,84.165
2023-06-15,83.75
2023-06-16,84.1375
2023-06-19,84.1425
2023-06-20,84.785
2023-06-21,83.98
2023-06-22,84.05
2023-06-23,84.7
2023-06-26,85.0875
2023-06-27,85.06
2023-06-28,86.3725
2023-06-29,87.57
2023-06-30,89.55
2023-07-03,88.7
2023-07-04,89.18
2023-07-05,91.0
2023-07-06,92.2975
2023-07-07,91.25
2023-07-10,90.415
2023-07-11,90.3825
2023-07-12,90.8725
2023-07-13,90.1125
2023-07-14,90.06
2023-07-17,91.0
2023-07-18,90.9
2023-07-19,91.3975
2023-07-20,90.23
2023-07-21,90.92
2023-07-24,90.5025
2023-07-25,90.13
2023-07-26,90.155
2023-07-27,90.5975
2023-07-28,91.7075
2023-07-31,91.6025
2023-08-01,92.33
2023-08-02,94.16
2023-08-03,94.9875
2023-08-04,95.685
2023-08-07,95.275
2023-08-08,97.1
2023-08-09,97.2
2023-08-10,97.4575
2023-08-11,99.43
2023-08-14,97.6625
2023-08-15,97.09
2023-08-16,94.665
2023-08-17,93.7725
2023-08-18,93.755
2023-08-21,93.655
2023-08-22,94.3025
2023-08-23,94.26
2023-08-24,94.865
2023-08-25,95.4175
2023-08-28,95.31
2023-08-29,95.4575
2023-08-30,96.22
2023-08-31,96.025
2023-09-01,96.09
2023-09-04,96.87
2023-09-05,97.905
2023-09-06,98.1225
2023-09-07,98.2475
2023-09-08,97.7825
2023-09-11,95.0825
2023-09-12,94.9425
2023-09-13,96.225
2023-09-14,97.34
2023-09-15,96.81
2023-09-18,96.545
2023-09-19,96.84
2023-09-20,96.15
2023-09-21,95.91
2023-09-22,96.25
2023-09-25,96.235
2023-09-26,96.3775
2023-09-27,96.9075
2023-09-28,96.8025
2023-09-29,97.9675
2023-10-02,99.765
2023-10-03,99.6125
2023-10-04,99.58
2023-10-05,100.405
2023-10-06,100.405
2023-10-09,99.3225
2023-10-10,100.3
2023-10-11,100.2
2023-10-12,97.4275
2023-10-13,97.24
2023-10-16,97.3975
2023-10-17,97.7
2023-10-18,97.39
2023-10-19,97.05
2023-10-20,95.32
2023-10-23,94.425
2023-10-24,93.4
2023-10-25,93.3325
2023-10-26,93.96
2023-10-27,94.125
2023-10-30,92.8575
2023-10-31,93.4
2023-11-01,92.74
2023-11-02,93.35
2023-11-03,92.4225
